Time (min),Intensity
16.362,0.001353980733443545
20.447,0.0014586046782290567
24.531,0.0015151256765944296
28.616,0.0015308344367565112
32.701,0.0015751365578640958
36.785,0.001600721723852629
40.87,0.0015670110154693037
44.955,0.0016468038335736134
49.04,0.0016286602668303433
53.124,0.0016709829813701305
57.209,0.0016636765778691657
61.293,0.001736923511733287
65.378,0.0017482463397452909
69.463,0.0017646960400372873
73.547,0.0017420716363824133
77.632,0.0017774015327121882
81.716,0.0017743755285793922
85.8,0.0017617883318629581
89.885,0.001846580083313425
93.969,0.0018954663914903115
98.054,0.0018945290997967443
102.138,0.0018994288862845931
106.223,0.001849064145679427
110.308,0.001930960905038611
114.392,0.001941170691924545
118.476,0.0019421889725756397
122.561,0.0019715860516754317
126.645,0.00199695383849953
130.729,0.00200423694739034
134.814,0.0020346141669825035
138.898,0.002053791938577876
142.982,0.0020533756905708168
147.066,0.0020515666638757173
151.151,0.00209918147050597
155.235,0.0020998099053147535
159.319,0.0021321665455857203
163.404,0.0021855915541634124
167.488,0.002186395492329693
171.572,0.002190992491168241
175.656,0.002216479357183758
179.741,0.0022184362557167068
183.825,0.0022786303979412683
187.909,0.0022458355896043027
191.993,0.00228750986654683
196.077,0.0022916730003760583
200.161,0.0023046063984089316
204.246,0.002377382980966669
208.33,0.0023612479379085125
212.414,0.002331449106600637
216.498,0.002395050661722615
220.582,0.0023433152464141203
224.667,0.00232671842552357
228.751,0.0023232607727023424
232.835,0.0023329840697770723
236.919,0.002393353671956482
241.003,0.0023498086618423714
245.087,0.002349058785815151
249.171,0.0023073340095951804
253.256,0.0023691234340114335
257.34,0.002361763524270905
261.424,0.0023482571054290035
265.508,0.0023944794174062555
269.592,0.0024286730541387054
273.676,0.0024331722173765
277.76,0.002421738853879355
281.844,0.002425703377915814
285.928,0.0024403082303818455
290.012,0.0024502298416813127
294.096,0.002479272517043506
298.18,0.00243772683288929
302.264,0.0024450373028454355
306.348,0.002482840940181122
310.431,0.0024718826857285828
314.515,0.0024938081667627942
318.599,0.0025052787941116906
322.683,0.0025417279997936655
326.767,0.0025221514497112307
330.851,0.0025317772020760037
334.935,0.0025662023607986727
339.019,0.002577124907225659
343.103,0.002613170848240887
347.187,0.002587726908902377
351.271,0.002627470165538622
355.355,0.0026409739580248014
359.439,0.00266449894959127
363.523,0.002610010975122749
367.607,0.0026868832230767855
371.691,0.0026867029290370513
375.775,0.0026947250945280987
379.859,0.002720983942598539
383.944,0.0027414575785594357
388.028,0.0027409034282886505
392.112,0.0027039613957223884
396.196,0.002733838982856103
400.28,0.0027181561922203904
404.364,0.002757851954013777
408.448,0.002789314590322205
412.532,0.002765731269517615
416.616,0.002778507416336668
420.7,0.0027813344541548998
424.784,0.002819451356603114
428.867,0.00281279322305102
432.951,0.0028054525267535847
437.035,0.002827556083389741
441.119,0.0028365089049755955
445.203,0.002821698036538513
449.287,0.002856738056891026
453.371,0.002837085375627289
457.455,0.002875461255495468
461.539,0.002889896716404092
465.623,0.0028958690604633363
469.707,0.0029019112975776275
473.791,0.002906895726764728
477.875,0.0029053652448104016
481.958,0.0029106068963006882
486.043,0.002944426037793121
490.126,0.0029535084511504626
494.21,0.002933976798237954
498.294,0.0029400298444443654
502.378,0.002953063502487464
506.462,0.0029527228641261847
510.547,0.0029858573063013855
514.63,0.0029822726808252354
518.714,0.0030010152738733724
522.798,0.0030120466418182296
526.882,0.003003647204646312
530.966,0.003037071446978091
535.05,0.0030331290236229875
539.134,0.0030331444458279004
543.218,0.0030271180119541795
547.302,0.003073073038267987
