q-vector,5 min,10 min,15 min,20 min,25 min,30 min,35 min,40 min,45 min,50 min,55 min,60 min,65 min,70 min,75 min,80 min,85 min,90 min,95 min,100 min,105 min,110 min,115 min,120 min,125 min,130 min,135 min,140 min,145 min,150 min,155 min,160 min,165 min,170 min,175 min,180 min,185 min,190 min,195 min,200 min,205 min,210 min,215 min,220 min,225 min,230 min,235 min
0.04751264,0.07571799,0.08287209,0.08804452,0.08300265,0.06646393,0.07555706,0.07927518,0.07009177,0.08190712,0.06673842,0.06519756,0.06626327,0.07350653,0.06920788,0.07449697,0.07398348,0.07734042,0.07283748,0.08372292,0.0771825,0.0726265,0.08284597,0.06680895,0.07254809,0.07821587,0.07941947,0.08702732,0.08567952,0.0880571,0.08248585,0.06827063,0.09226187,0.09268314,0.08699343,0.0922511,0.09415605,0.09958314,0.10563115,0.1086601,0.10715689,0.10352311,0.10438386,0.10683897,0.11448844,0.11047996,0.11945468,0.12029254
0.04922523,0.07488953,0.08206913,0.06577621,0.07216705,0.07479313,0.06526162,0.06200621,0.06339233,0.06724643,0.07434103,0.06372325,0.07124576,0.06021226,0.06330412,0.06916408,0.07072709,0.07365065,0.07126725,0.07138581,0.06090489,0.07351966,0.06326643,0.07524921,0.07251308,0.07306775,0.07394559,0.07804426,0.07211933,0.07390118,0.07236568,0.08048273,0.07923069,0.07886347,0.09243173,0.08846507,0.08619377,0.07847638,0.08750729,0.0955012,0.10094318,0.08487659,0.09599961,0.09818907,0.09963716,0.09999305,0.11368362,0.12087849
0.05055007,0.07361001,0.07296096,0.0695769,0.07529228,0.07600073,0.06867643,0.08395303,0.07663101,0.0707064,0.06718607,0.06573197,0.06788813,0.07859131,0.06864626,0.06455636,0.06794504,0.06692739,0.068803,0.07241235,0.07495761,0.07590971,0.06894213,0.07178879,0.07271034,0.06334327,0.06761238,0.07252274,0.07090469,0.07712026,0.07609294,0.08315831,0.07858879,0.08128636,0.08075855,0.08770526,0.09068488,0.08392829,0.09353209,0.0971101,0.09706277,0.09678535,0.09740648,0.10138695,0.10487783,0.10500386,0.09882252,0.11172525
0.05225422,0.06979837,0.06993735,0.06995059,0.07210716,0.06792503,0.06949694,0.0685951,0.06299338,0.06515143,0.06260037,0.063296,0.06461498,0.07146594,0.06578534,0.05241095,0.07243948,0.05840713,0.06387749,0.06286659,0.06910278,0.06031353,0.06461368,0.07184133,0.06161201,0.06956761,0.06789095,0.07330746,0.07123409,0.07179241,0.07340074,0.06549874,0.07083992,0.0716846,0.08221278,0.07979924,0.08536966,0.08273569,0.08534331,0.08427077,0.08814633,0.08254006,0.09013454,0.09000481,0.09248943,0.10106374,0.09698466,0.08220095
0.05412218,0.06214467,0.0609249,0.05863945,0.06714533,0.06356151,0.05924792,0.06026374,0.05452751,0.05826292,0.05603341,0.05506048,0.0617608,0.06152481,0.0565112,0.05478796,0.06070492,0.05809819,0.05740205,0.06379207,0.05937747,0.05713894,0.0681696,0.06401264,0.06235079,0.06107757,0.0664421,0.07076236,0.06524644,0.06459476,0.06719959,0.07210011,0.07507396,0.07079401,0.07677237,0.07091863,0.07922949,0.07362641,0.07568454,0.07834216,0.08190393,0.08062209,0.08681847,0.088153,0.09486961,0.08959023,0.09121184,0.07672093
0.05536479,0.05905609,0.060548,0.0671907,0.06898154,0.06345894,0.05939592,0.06508075,0.05763194,0.05526529,0.0544998,0.05848909,0.06388173,0.05873381,0.06368638,0.05980276,0.06190456,0.05320238,0.06127715,0.05545514,0.06408976,0.06542139,0.0643468,0.05803328,0.05897467,0.0568045,0.05882485,0.06356323,0.05469996,0.0644464,0.06829239,0.06874773,0.06344348,0.06302323,0.06722438,0.06752686,0.06973982,0.07487229,0.07726865,0.07635028,0.07878979,0.08298179,0.08296415,0.08260658,0.08260911,0.08341187,0.09013174,0.10754375
0.0570447,0.05844877,0.06021911,0.06036146,0.0581739,0.05581499,0.04841945,0.05425746,0.05625123,0.05110379,0.05457222,0.05464113,0.05463317,0.05397259,0.05715271,0.0536024,0.05170996,0.05535327,0.05716321,0.05302547,0.05879371,0.05241644,0.05145609,0.06304803,0.05417691,0.05418023,0.06080212,0.06517401,0.06400945,0.06001568,0.05914083,0.05783008,0.05805922,0.06527123,0.05438277,0.06851112,0.06464747,0.06931023,0.06447349,0.0783202,0.08201033,0.07439879,0.07199002,0.06892424,0.07011182,0.07544688,0.0757811,0.09266909
0.05879306,0.05952819,0.05478047,0.05605972,0.0513487,0.05197905,0.05357819,0.0531497,0.04963934,0.05581115,0.05154874,0.04768489,0.05336463,0.05499294,0.05887763,0.04927871,0.05224246,0.05240618,0.05161571,0.05368481,0.04621859,0.06255306,0.05422564,0.05402522,0.04661788,0.05416655,0.05438971,0.0593087,0.0510219,0.05341956,0.05320877,0.05295442,0.05761884,0.06078646,0.06097102,0.06091932,0.05943241,0.06901908,0.06399778,0.06810332,0.06707754,0.07221775,0.07494698,0.07096235,0.07273327,0.07523696,0.06956945,0.07657064
0.06022322,0.05294112,0.0567349,0.05783926,0.05162873,0.0524161,0.05343419,0.0540532,0.05177684,0.05258073,0.05621286,0.05053951,0.04899177,0.054534,0.05610092,0.05096113,0.05394919,0.04869921,0.05141011,0.0568048,0.05095662,0.05132397,0.05148125,0.05545235,0.05333485,0.05478084,0.05947284,0.05696541,0.05483242,0.05762813,0.06037565,0.05863003,0.0566852,0.06231358,0.07046169,0.06209868,0.06252961,0.06566753,0.06483991,0.06496883,0.07071399,0.065289,0.06540537,0.07188594,0.07384161,0.06929223,0.07586774,0.0768983
0.06196445,0.04846558,0.05257288,0.05698608,0.05666147,0.05462287,0.04608962,0.04729208,0.04273647,0.04552853,0.04662973,0.04522672,0.05222617,0.04809697,0.04807604,0.05067753,0.04593423,0.0483319,0.04979063,0.05307565,0.05012149,0.0474776,0.05067067,0.0536002,0.04898176,0.05227657,0.04877954,0.04970442,0.04586637,0.05496079,0.05209298,0.05705235,0.05158829,0.05370793,0.05441264,0.0560269,0.06231211,0.05541993,0.058874,0.06694935,0.0654607,0.0605745,0.06839627,0.06219195,0.0668455,0.06883546,0.06015712,0.06954305
0.0636066,0.05978298,0.05841961,0.05063373,0.04546013,0.04816405,0.04484653,0.05280704,0.04566437,0.04750724,0.04388229,0.04129203,0.04779511,0.05209214,0.0509004,0.05288434,0.04997915,0.05002301,0.05063675,0.04759593,0.04421936,0.05039957,0.05268552,0.04987495,0.04772957,0.0489443,0.0481755,0.05649158,0.04852875,0.05605695,0.0488978,0.05409564,0.05628285,0.05542672,0.05017519,0.05802313,0.05396652,0.05455277,0.0565435,0.06136713,0.06074586,0.0639084,0.06375852,0.06118598,0.05858773,0.06483221,0.06650339,0.06541733
0.06529169,0.05027268,0.04824885,0.04927337,0.05051117,0.04833161,0.04267851,0.04882813,0.0500171,0.04454141,0.05029673,0.04315739,0.04713607,0.04418266,0.0486885,0.04460478,0.04579846,0.04995575,0.04806047,0.04599404,0.0467746,0.05036768,0.04679294,0.04950339,0.04673672,0.04860014,0.05093144,0.05322777,0.0458387,0.05370256,0.04729099,0.05667784,0.04905972,0.04944095,0.05799347,0.05264221,0.0578866,0.05800384,0.05189826,0.06136936,0.05813625,0.05723119,0.06526499,0.06520859,0.06310116,0.05940591,0.0612299,0.07112491
0.06721684,0.04676044,0.04773201,0.04952433,0.04192791,0.04362151,0.04745535,0.04775259,0.04465233,0.04724285,0.05033799,0.0463853,0.04432122,0.04846725,0.04571068,0.04898263,0.04547277,0.04499605,0.05049292,0.04778773,0.04779286,0.04678298,0.04790513,0.04496542,0.04450047,0.0477496,0.04381999,0.04941893,0.04797537,0.05164705,0.0474608,0.0487066,0.05264314,0.04797495,0.05379968,0.05117151,0.05548334,0.05598953,0.05507316,0.06074488,0.05451617,0.05002477,0.06129879,0.05926034,0.05890942,0.05859578,0.06096927,0.07753716
0.06910303,0.04876106,0.04519608,0.04903789,0.04109841,0.03913341,0.04618586,0.04635249,0.04233152,0.04408522,0.04150152,0.04385106,0.03978518,0.04204815,0.04367109,0.04432357,0.0410947,0.04467311,0.04570539,0.04070982,0.03873002,0.04130377,0.0451095,0.0525032,0.0444915,0.04202473,0.0419678,0.04065735,0.0454551,0.05103521,0.04449112,0.03979491,0.0493568,0.04910144,0.05018201,0.05460004,0.05325331,0.0524084,0.05050959,0.05523047,0.04947747,0.05706551,0.05402944,0.05772062,0.05614481,0.0555712,0.06085185,0.04788013
0.07069101,0.05215376,0.04592355,0.04370221,0.04274374,0.04149836,0.04248318,0.04521156,0.03833844,0.04166227,0.03933807,0.03986459,0.0409759,0.04086161,0.04529673,0.04021997,0.03980972,0.04072007,0.04259008,0.04218137,0.04223169,0.04497476,0.04519023,0.04714155,0.04360624,0.04263919,0.05016131,0.0429492,0.04211912,0.04082513,0.04438989,0.04678674,0.0460184,0.05142952,0.04316887,0.04303342,0.04923792,0.04333291,0.04921607,0.05035859,0.05445364,0.05015788,0.0518563,0.05585883,0.05551907,0.05516963,0.05349732,0.06642695
0.07266582,0.04444815,0.04489413,0.04460626,0.04512225,0.04245966,0.04027261,0.04274084,0.03989191,0.04303826,0.03987997,0.03940488,0.04191443,0.04151476,0.04217328,0.03980933,0.03887376,0.03799563,0.04745592,0.03947237,0.03854206,0.04078216,0.04249325,0.03853546,0.038447,0.0422194,0.04423579,0.04488434,0.04356021,0.04373604,0.04205779,0.0442216,0.04357108,0.04526802,0.04436692,0.04536629,0.04783019,0.04840689,0.04236176,0.04792382,0.04566936,0.05127941,0.05008325,0.05117259,0.0479832,0.05505027,0.04887115,0.05221381
0.07470853,0.04191075,0.04860465,0.04268522,0.04244897,0.04039778,0.03651561,0.04718121,0.04095948,0.03646411,0.03742507,0.04091544,0.0403278,0.04318392,0.04355442,0.03865364,0.03850742,0.04447352,0.04379935,0.04078182,0.04115869,0.04153571,0.04274184,0.04456524,0.03839496,0.04373565,0.04036469,0.04605833,0.04135326,0.04317095,0.0413848,0.04436475,0.04230727,0.04827613,0.04820487,0.04459875,0.04739432,0.04506969,0.04425759,0.05028605,0.04685491,0.04934283,0.05042181,0.04864924,0.04854135,0.04779701,0.05319403,0.05752353
0.07633729,0.04278928,0.03560778,0.04027537,0.03981174,0.04056372,0.03830338,0.03833318,0.03592708,0.03688693,0.03724726,0.03413751,0.03977987,0.04023618,0.03951281,0.03430979,0.03843132,0.03949086,0.03757288,0.03853266,0.03769968,0.04103361,0.03614141,0.03919318,0.03681499,0.03897863,0.0417753,0.04248705,0.03766593,0.04392949,0.03919322,0.03757435,0.04005434,0.04596415,0.04116914,0.04164171,0.04517554,0.04309274,0.0431855,0.04917217,0.04186535,0.04339876,0.04516635,0.0458151,0.04380501,0.04909061,0.05018163,0.04529705
0.07828074,0.03866275,0.03848497,0.0360677,0.03597407,0.03779086,0.03660972,0.03823403,0.03478939,0.03934003,0.03447233,0.03494605,0.04039883,0.03643374,0.0388578,0.03606473,0.03441213,0.03897302,0.03935668,0.03799875,0.03996453,0.03592124,0.03273596,0.04205212,0.03801925,0.03539613,0.03503397,0.03049297,0.03698479,0.03176692,0.03581885,0.03777447,0.03819119,0.04049702,0.04065419,0.04231727,0.03883099,0.03434836,0.04221695,0.03935355,0.03592275,0.04059292,0.04053151,0.04426443,0.04163925,0.04075483,0.04428068,0.04676193
0.08033036,0.0356497,0.03871414,0.03708702,0.04059245,0.03500937,0.03799369,0.03449582,0.03357082,0.03674987,0.03858456,0.03404612,0.03939341,0.03151368,0.03997209,0.04215355,0.03549216,0.03356018,0.03814066,0.03924737,0.03474454,0.03559159,0.0338239,0.03590647,0.03862934,0.03894401,0.0317067,0.04008991,0.03665036,0.03906267,0.03818321,0.04230907,0.03871166,0.03856847,0.04146491,0.03880552,0.03999655,0.04056098,0.04026096,0.03933821,0.04430806,0.04241771,0.04254568,0.04265234,0.04318084,0.04131267,0.04211328,0.04166314
0.08215963,0.04223717,0.04387303,0.04037969,0.03801477,0.03837316,0.03671646,0.03675583,0.04009637,0.03966522,0.03716205,0.0355301,0.03869507,0.03841669,0.03671659,0.0375894,0.03883161,0.03919571,0.03781184,0.04039827,0.03764099,0.04070992,0.03835043,0.03913554,0.0383607,0.0358841,0.03399524,0.03886253,0.03842361,0.03629153,0.03461192,0.03826381,0.04165575,0.04193217,0.03646871,0.03609634,0.04143609,0.04274902,0.04145023,0.04165502,0.04495582,0.04333736,0.03903193,0.0420108,0.04502302,0.0420273,0.04978304,0.04576941
0.08418363,0.03533405,0.03902726,0.04075609,0.03828968,0.03363738,0.03583758,0.03611779,0.03467257,0.03783041,0.03890481,0.03188813,0.03482895,0.03670961,0.0391017,0.03646692,0.03850996,0.03632112,0.03960058,0.03613733,0.03451702,0.03352997,0.03559009,0.03798449,0.03803244,0.03381299,0.03809354,0.03435967,0.03950441,0.03645323,0.03933482,0.03297829,0.03643159,0.03867385,0.0349141,0.03197656,0.04385905,0.04115632,0.03756213,0.04084277,0.03873343,0.04117189,0.04379814,0.04015784,0.03801785,0.03877031,0.04336944,0.03467735
0.08612058,0.04165306,0.0368152,0.03735269,0.03513099,0.03830363,0.03283749,0.03362111,0.03344368,0.03458265,0.03410792,0.03343658,0.03847067,0.03473351,0.037375,0.0365598,0.03507619,0.03350386,0.03409369,0.03635975,0.03221846,0.03717602,0.03914444,0.03263788,0.03429159,0.03704341,0.03599225,0.03324859,0.03767144,0.03604568,0.03750115,0.03509326,0.03567776,0.03739283,0.0392997,0.03802053,0.04131562,0.0384879,0.03754576,0.03723606,0.04279472,0.03841064,0.0417741,0.03770815,0.03742091,0.04011523,0.04095516,0.03473082
0.08824121,0.03394442,0.03350869,0.03647975,0.0350854,0.03549949,0.03537787,0.03487314,0.03549219,0.03551197,0.03518532,0.03342052,0.03329243,0.03777907,0.0367866,0.03371244,0.03517674,0.03596405,0.03459204,0.03736647,0.03307508,0.03071168,0.03268859,0.04110099,0.02943191,0.03579145,0.03419136,0.03423306,0.03165599,0.03905461,0.0326405,0.03559632,0.03359992,0.03576349,0.03477598,0.03502103,0.0415292,0.03524528,0.0315778,0.03652963,0.03523505,0.03446386,0.03657107,0.03737376,0.03720266,0.04021368,0.03635347,0.03218698
0.09055556,0.0359304,0.03184624,0.03253993,0.03384976,0.0363037,0.03154834,0.03600306,0.03306477,0.03598667,0.03358408,0.03216691,0.03351605,0.03731033,0.03671244,0.03429746,0.03158278,0.03450258,0.03491637,0.0346346,0.03537097,0.03331585,0.0357446,0.03548584,0.03220555,0.03504442,0.03700028,0.03535969,0.03291896,0.03711087,0.03188196,0.0363095,0.03280756,0.03582528,0.03516299,0.03299275,0.03335454,0.03342343,0.0374939,0.03718243,0.03835783,0.03530186,0.03901573,0.03752503,0.03597482,0.03669343,0.03780347,0.03535702
0.09254216,0.03247753,0.03659067,0.03344996,0.03318455,0.03413819,0.031351,0.03158496,0.03540637,0.03128913,0.03215591,0.02964058,0.03199756,0.02904643,0.03267655,0.03296984,0.03276912,0.03690877,0.03233761,0.03316642,0.03089807,0.03347529,0.03363708,0.03177466,0.03166468,0.03499863,0.03107375,0.03306843,0.03560354,0.03527559,0.0298253,0.0384351,0.03285988,0.03777108,0.0324001,0.03229264,0.03374203,0.03475245,0.02940676,0.03512479,0.03254881,0.03333895,0.03644086,0.03631031,0.03584885,0.03069207,0.03811069,0.03613841
0.09474272,0.03165479,0.03754749,0.03739028,0.03113378,0.03827433,0.03359464,0.03523344,0.03297547,0.02919667,0.03264405,0.03194985,0.03173822,0.03042985,0.03381368,0.03429441,0.03588399,0.03307207,0.0316778,0.03102996,0.0327643,0.030805,0.02597934,0.03058647,0.0294995,0.0289717,0.03446518,0.03261797,0.03142122,0.03318716,0.03401049,0.03218975,0.03497617,0.03566893,0.03870209,0.0355682,0.03503164,0.03499184,0.0323662,0.03642267,0.03102349,0.03493438,0.03055642,0.03074478,0.03273095,0.03464161,0.034546,0.03525405
0.09680092,0.03874833,0.03680201,0.03518319,0.03436005,0.03264497,0.03066415,0.03547313,0.03108096,0.03408686,0.03182581,0.03077536,0.03297651,0.0359394,0.03387902,0.03418807,0.03155234,0.03439764,0.03158614,0.03304801,0.03005099,0.03327879,0.03202395,0.03216399,0.03293059,0.0336308,0.03152382,0.03363041,0.03209305,0.03461634,0.03474453,0.03342532,0.03175387,0.03369033,0.03163556,0.03393887,0.03657022,0.03530346,0.03519656,0.03598381,0.0330472,0.03479011,0.03569994,0.03604382,0.03316105,0.03294807,0.03284403,0.04139941
0.09904113,0.03657697,0.03495902,0.03297749,0.03139465,0.0331781,0.03239484,0.03431591,0.03552783,0.03163497,0.0337433,0.03251712,0.03364795,0.03246178,0.03089222,0.02992104,0.034105,0.03213646,0.03411762,0.0345124,0.03329839,0.03172216,0.0308538,0.03448819,0.03323487,0.03456495,0.03362752,0.03103002,0.03184071,0.0334192,0.03308586,0.03666717,0.03357283,0.0357891,0.03826865,0.03094067,0.03627188,0.03153415,0.03227267,0.0328711,0.03222079,0.03223347,0.03274668,0.03515985,0.03944398,0.03404351,0.03572146,0.0348673
0.10143902,0.03443511,0.03597335,0.03299739,0.03122205,0.03126487,0.03212948,0.03220999,0.03441573,0.03362149,0.03254412,0.03209068,0.03139058,0.03434882,0.03476178,0.03006458,0.02994486,0.03327121,0.03108404,0.03383563,0.03277279,0.0307395,0.03377507,0.03498623,0.03121616,0.0300706,0.03333348,0.0323095,0.02826102,0.03345801,0.03241254,0.03367082,0.03258695,0.03217884,0.0337034,0.03155576,0.036399,0.03333203,0.03208351,0.03195528,0.03260403,0.03285545,0.03219944,0.03307165,0.0350091,0.03281965,0.03149321,0.03663177
0.10369588,0.03089686,0.03436308,0.03448662,0.03067322,0.03359409,0.03444597,0.03548889,0.03120689,0.03176531,0.02898325,0.03489659,0.02991456,0.03265037,0.03654445,0.03313952,0.03325778,0.0302584,0.03349719,0.03380544,0.03176603,0.03011092,0.02930485,0.03262695,0.03410755,0.03106009,0.03262692,0.03194108,0.02845719,0.03288966,0.0341689,0.03115757,0.03061211,0.03475033,0.03149077,0.02987069,0.03294173,0.03268735,0.0350455,0.02968271,0.03304867,0.03216307,0.03214282,0.03138536,0.0320604,0.03619084,0.03115777,0.0351758
0.10614793,0.03254456,0.03535254,0.03363197,0.02880884,0.03307323,0.03158795,0.03079359,0.02993398,0.02979151,0.02821372,0.02675413,0.03003227,0.03074412,0.02944759,0.03204184,0.03013644,0.03355828,0.02983497,0.0307049,0.03082915,0.03173272,0.03144036,0.03337829,0.02958062,0.02947676,0.02953586,0.02939147,0.03085824,0.03073183,0.0281349,0.02961802,0.02938955,0.02963227,0.03140567,0.03295101,0.03448528,0.03033286,0.03048811,0.03343117,0.03132274,0.0314676,0.02931073,0.02996329,0.03381912,0.03262822,0.03490394,0.02927026
0.10836079,0.03016023,0.03111266,0.03241609,0.03061105,0.03228101,0.02993951,0.03094781,0.02865107,0.03108813,0.02879098,0.02913131,0.0293899,0.03006377,0.03552332,0.02898311,0.02951067,0.0337598,0.03123755,0.03255505,0.03322113,0.0309958,0.03207263,0.03087538,0.02901353,0.03087845,0.02623021,0.03133394,0.03059018,0.03358258,0.03078293,0.03094431,0.03114068,0.03260392,0.03052155,0.03043656,0.03260415,0.03043423,0.03277576,0.03137866,0.03177257,0.0294513,0.0291679,0.03101515,0.03091487,0.03196146,0.03362968,0.02999536
0.11099586,0.03341536,0.03127007,0.03448798,0.03010252,0.03398091,0.03313924,0.03016976,0.0301067,0.02997355,0.03052126,0.02936221,0.03352641,0.03117336,0.03085107,0.03045228,0.02898447,0.03280094,0.03287722,0.03179237,0.03088204,0.03047664,0.03416386,0.02838664,0.02940777,0.03247288,0.03183119,0.03399731,0.03015592,0.03179111,0.02817294,0.02992601,0.02802715,0.03312872,0.03046997,0.03222265,0.03042462,0.03112859,0.03301229,0.03286289,0.03285116,0.03228606,0.03273563,0.03206122,0.03030428,0.03314436,0.03316681,0.03581036
0.11320994,0.03030835,0.02940842,0.03087365,0.03436584,0.02952922,0.03318593,0.02967132,0.0307066,0.02851277,0.02933599,0.02747984,0.03270661,0.03043328,0.03255741,0.029042,0.0290062,0.02976945,0.02894089,0.02956029,0.02950821,0.0309529,0.02933377,0.03285782,0.03278104,0.02936815,0.03049792,0.03000165,0.03002492,0.02916656,0.03140991,0.0298158,0.02930189,0.03229316,0.02905571,0.03089448,0.03014805,0.02823035,0.03089546,0.02909345,0.02898352,0.02950468,0.02914007,0.02813261,0.02879126,0.03141875,0.0293116,0.0297835
0.1157677,0.03270791,0.0325743,0.02926332,0.03012334,0.03049746,0.0285434,0.02947777,0.02859,0.02939079,0.03067654,0.02751771,0.03070755,0.03000395,0.03162201,0.03017724,0.02891329,0.02805676,0.03139052,0.03142987,0.03011864,0.03112866,0.0295176,0.029487,0.02805597,0.03221442,0.02964732,0.03027338,0.02736143,0.03375362,0.02781101,0.03095892,0.03037311,0.02848112,0.03101775,0.0273043,0.03160495,0.03060336,0.03068379,0.03215506,0.02869801,0.03001445,0.02915554,0.03019216,0.02993707,0.03068355,0.03099429,0.03639529
0.11821218,0.03307298,0.03007998,0.03178093,0.03124245,0.03013625,0.02879153,0.02952131,0.02806261,0.02546459,0.02967749,0.02792158,0.03209551,0.03003194,0.02959524,0.03019163,0.0264305,0.03043348,0.0293886,0.03105373,0.02954417,0.03003719,0.02778549,0.02884969,0.02648596,0.02900554,0.02736153,0.02975726,0.02873289,0.02999673,0.03081614,0.03116226,0.02928602,0.03154665,0.03057693,0.02805782,0.0291401,0.02883468,0.03025298,0.03202845,0.03026729,0.02833739,0.02696082,0.03070054,0.02773327,0.02991231,0.0309223,0.02926687
0.12085824,0.03047407,0.0310612,0.03035274,0.03129239,0.03082163,0.02863359,0.02994959,0.02740665,0.02858654,0.03019337,0.02772084,0.02939641,0.02923285,0.03037716,0.02879244,0.02546428,0.02916646,0.03026978,0.02740042,0.03008522,0.02915096,0.02709656,0.03239141,0.02770396,0.03086853,0.02837553,0.03035264,0.02842592,0.02994111,0.02707027,0.02896206,0.03296908,0.03019336,0.03176684,0.02802586,0.0318212,0.02654938,0.02942745,0.02925581,0.02946365,0.02963871,0.02897975,0.02744914,0.03058819,0.03032543,0.02721408,0.02835898
0.12347188,0.03085145,0.03028495,0.02866028,0.02980138,0.02985362,0.02971699,0.03000223,0.02582929,0.03179004,0.03043172,0.02946491,0.02780319,0.03252411,0.02915237,0.02844089,0.02607873,0.02952816,0.0279067,0.03047629,0.02756603,0.02905321,0.02600369,0.02942281,0.02977147,0.03053259,0.02817494,0.02946815,0.02771279,0.0288922,0.0307727,0.028505,0.02822422,0.02984087,0.0299198,0.02690819,0.02968051,0.02930806,0.02893484,0.03247771,0.03078047,0.02911916,0.02970571,0.03057002,0.02833411,0.02843785,0.02853156,0.02808166
0.12624328,0.02956577,0.02989264,0.0292833,0.02648735,0.02815876,0.02734004,0.02712844,0.02772089,0.0265613,0.02818932,0.02841403,0.02679794,0.02755384,0.02734789,0.02733078,0.02421145,0.03026665,0.02804416,0.02879269,0.02460654,0.02764053,0.02806553,0.02800942,0.02874473,0.02631889,0.02746235,0.02741844,0.02382751,0.02661175,0.02873469,0.02734702,0.03085066,0.02609084,0.02809005,0.02882783,0.02601465,0.02827137,0.02458961,0.02885135,0.02744987,0.02893126,0.02684011,0.02833134,0.02752835,0.02787609,0.02711001,0.03151499
0.12883343,0.03141055,0.03112878,0.03058381,0.02976408,0.03062424,0.02799278,0.02940476,0.02977292,0.03154769,0.02727436,0.0281493,0.02896409,0.03130821,0.03076731,0.02900322,0.02888413,0.03089391,0.0291883,0.03082444,0.02817101,0.02906028,0.02737999,0.02932805,0.02811153,0.02788002,0.02744875,0.03037293,0.02668437,0.03042559,0.02967414,0.02851527,0.03012386,0.03106275,0.03042746,0.02741923,0.03042879,0.02911073,0.02731074,0.03031005,0.02872674,0.0289306,0.0281365,0.02799616,0.03042221,0.02523695,0.02946751,0.03057271
0.13183088,0.02908574,0.02964298,0.03034188,0.02854871,0.02996729,0.0278392,0.02836331,0.02731434,0.02726631,0.02802125,0.02498303,0.02840595,0.02634089,0.02975308,0.02762841,0.02576772,0.02919206,0.02588291,0.02935323,0.02576694,0.02758109,0.02609706,0.03019944,0.02618891,0.02672654,0.02650776,0.0296276,0.02857638,0.02717372,0.03066242,0.02691373,0.02722171,0.02643576,0.02669036,0.02515828,0.02831309,0.02607585,0.02911432,0.02819075,0.02703953,0.02727908,0.0276447,0.02505981,0.02816061,0.02551916,0.02892046,0.02696299
0.13451429,0.02803259,0.0274827,0.02874303,0.02724076,0.02960402,0.02696995,0.02650414,0.02508087,0.02788885,0.02591346,0.02699606,0.02657477,0.02678136,0.03059116,0.0275233,0.02611458,0.02673602,0.02755276,0.02771732,0.02621096,0.02773417,0.02738039,0.02892553,0.02767249,0.02740757,0.02679511,0.02938987,0.02498651,0.02978982,0.02576662,0.02792667,0.02662816,0.0286424,0.02909034,0.02604312,0.02911714,0.02795703,0.02713332,0.02868862,0.02553442,0.02794232,0.02702826,0.0262155,0.02687499,0.02642913,0.02877012,0.02555394
0.13760862,0.02984565,0.02723898,0.02780387,0.02811182,0.02756484,0.02867849,0.02783436,0.02876969,0.02652614,0.02684589,0.02696126,0.02990202,0.02724099,0.0265574,0.02578038,0.02755847,0.02807877,0.02638213,0.02914112,0.02489383,0.02884864,0.02816644,0.02757669,0.02434477,0.02923762,0.02798399,0.02705702,0.02698804,0.0279816,0.0276496,0.02852712,0.02771578,0.02755754,0.02993423,0.02607717,0.02831496,0.02664558,0.02743448,0.02833167,0.02946754,0.02750927,0.0271738,0.02502188,0.02758885,0.02507737,0.02858316,0.03221797
0.14039276,0.02768053,0.02945202,0.02778376,0.0282481,0.02796076,0.02549029,0.02842698,0.0252307,0.02730609,0.02749066,0.02512865,0.02749018,0.0272736,0.02879578,0.02951115,0.02590158,0.02746911,0.02755607,0.02933413,0.02682901,0.02393776,0.0266448,0.02789931,0.02514154,0.02820176,0.02632433,0.02790183,0.02753311,0.02874149,0.0257731,0.02474195,0.02525787,0.02789659,0.02685731,0.02674929,0.02681655,0.02595271,0.02669163,0.02677399,0.02683661,0.02620383,0.02631667,0.02586417,0.02586763,0.02642229,0.02399868,0.02400027
0.14348427,0.0290312,0.02658629,0.02792188,0.02542841,0.02826535,0.02677984,0.02858661,0.02665704,0.02702152,0.02668062,0.02798688,0.02591228,0.02626195,0.02753763,0.02873958,0.02463161,0.02793633,0.02724969,0.02779901,0.02769834,0.02649374,0.02513091,0.0279823,0.0264673,0.02701874,0.02646247,0.028704,0.0246928,0.02645173,0.02475319,0.02806658,0.02655441,0.02679279,0.0287983,0.02645525,0.02551716,0.02734597,0.02799354,0.02854808,0.02612456,0.02632214,0.02744488,0.02651381,0.02914676,0.02688857,0.02620511,0.02816317
0.14630993,0.0266303,0.02706431,0.02628517,0.02815305,0.0287767,0.02710093,0.02705844,0.0257418,0.02479612,0.02726371,0.02556227,0.02469474,0.02484421,0.02735998,0.02647023,0.02559456,0.02623262,0.02623511,0.02834194,0.02457136,0.02682609,0.02631416,0.02557815,0.02610279,0.02516252,0.02439749,0.02874293,0.02489713,0.02784452,0.02571764,0.02668015,0.02779274,0.02660636,0.02664533,0.02655839,0.02620328,0.02677449,0.02445961,0.0278365,0.02597178,0.02628082,0.0270725,0.02724048,0.02593835,0.02511479,0.02570107,0.02635063
0.14950816,0.02852725,0.0256537,0.02646214,0.02750416,0.02724902,0.02594215,0.02796227,0.02579798,0.02733387,0.02616505,0.02549745,0.02708296,0.02582661,0.02699897,0.0253553,0.02430873,0.02888158,0.02621376,0.02551037,0.02422588,0.02642508,0.02748072,0.02575554,0.02492789,0.02578823,0.02573333,0.02765692,0.02475745,0.0247642,0.02683468,0.02791085,0.02551719,0.02819007,0.02595219,0.02395624,0.02628408,0.02564474,0.02772252,0.02716705,0.02618548,0.02675728,0.02540168,0.02359781,0.02565659,0.02546236,0.02666308,0.02609132
