q-vector,5 min,10 min,15 min,20 min,25 min,30 min,35 min,40 min,45 min,50 min,55 min,60 min,65 min,70 min,75 min,80 min,85 min,90 min,95 min,100 min,105 min,110 min,115 min,120 min,125 min,130 min,135 min,140 min,145 min,150 min,155 min,160 min,165 min,170 min,175 min,180 min,185 min,190 min,195 min,200 min,205 min,210 min,215 min,220 min,225 min,230 min,235 min
0.03548655,0.01017779,0.01002346,0.01044943,0.0104427,0.01025662,0.01007425,0.00997634,0.00976956,0.01013018,0.00981487,0.0102446,0.01024037,0.01046502,0.01012756,0.0098753,0.01018017,0.01021376,0.01003888,0.01005664,0.01004056,0.01035742,0.01020197,0.01043218,0.01042628,0.01048057,0.01039852,0.0106062,0.010573,0.01060986,0.01067368,0.01071127,0.0104297,0.01069232,0.01068157,0.01048128,0.01072001,0.01103631,0.01095014,0.01126205,0.01107651,0.01122732,0.01116968,0.0109574,0.01137061,0.01102733,0.0110341,0.02409906
0.0362792,0.01094418,0.01096282,0.01076362,0.01107648,0.01085623,0.0105606,0.01088088,0.01064343,0.01096104,0.01073853,0.01053012,0.01088468,0.01059236,0.01096913,0.01066054,0.01105354,0.01094807,0.01115939,0.0107861,0.01100433,0.01104523,0.01109628,0.01116661,0.01111784,0.01099319,0.01102418,0.01120792,0.01122384,0.01132749,0.01100428,0.01119355,0.01118691,0.01157133,0.01165141,0.0114261,0.01151543,0.01156163,0.01184931,0.01198335,0.01158994,0.01185959,0.01173328,0.01191429,0.01188681,0.01209186,0.01219732,0.02427772
0.03708229,0.01174737,0.01157698,0.0119529,0.01175072,0.01159457,0.01186267,0.01136935,0.01154496,0.01155907,0.01139541,0.01164299,0.01165475,0.0114557,0.01200915,0.01193165,0.0118157,0.01177879,0.0118455,0.01198969,0.01150812,0.0120051,0.01168939,0.01181528,0.01192917,0.0120927,0.01195031,0.01198332,0.01225836,0.01202702,0.01202791,0.01209594,0.0118276,0.0121903,0.01234915,0.01208781,0.01270387,0.01237602,0.01265099,0.01272434,0.0124373,0.01258719,0.01277698,0.01262477,0.01258803,0.01317424,0.01315631,0.0259031
0.03790986,0.0133746,0.01276155,0.01260355,0.01299202,0.01282192,0.01305719,0.01272872,0.01257637,0.01282948,0.01286794,0.01282292,0.01260438,0.01275111,0.01319345,0.01306885,0.01251319,0.01266425,0.01257141,0.01306856,0.01298872,0.01293611,0.01290195,0.01302803,0.01331765,0.01324836,0.01287619,0.01355481,0.01333504,0.01335896,0.01300555,0.01326795,0.01342407,0.01331195,0.0130385,0.01377074,0.01354751,0.01371009,0.0135997,0.0135764,0.01413655,0.01392374,0.01366611,0.01425919,0.01423938,0.01440333,0.01411722,0.02805486
0.03875149,0.0146044,0.01463117,0.01471551,0.01452008,0.01443453,0.01449387,0.01406873,0.01422105,0.01454567,0.01403465,0.01435234,0.01442387,0.01427513,0.01453587,0.01437399,0.01411208,0.0146244,0.01423842,0.01475574,0.01420851,0.01421478,0.0144903,0.01443629,0.01455453,0.01511053,0.01447536,0.0149878,0.0147788,0.01454131,0.0147209,0.01525857,0.01490776,0.01469531,0.01502432,0.0146117,0.0152237,0.01484831,0.01575728,0.01549051,0.01556111,0.01553797,0.01578649,0.0155355,0.01564842,0.01564593,0.01550604,0.03245919
0.0395822,0.01582403,0.01696481,0.01708297,0.01651208,0.01627315,0.01587848,0.01648221,0.01619091,0.01613982,0.01639941,0.01650193,0.01690688,0.01659966,0.0165361,0.01612535,0.01676143,0.01649988,0.01628546,0.01615936,0.016774,0.01668878,0.01718494,0.01703382,0.016078,0.01668436,0.01671298,0.01654124,0.01648614,0.01703683,0.01722393,0.01689299,0.01736751,0.01754642,0.01741549,0.01713222,0.01751779,0.01761512,0.01718352,0.01726068,0.01757859,0.01759019,0.01820262,0.01819704,0.01803927,0.01748457,0.0178359,0.0323786
0.04041491,0.02177209,0.02356228,0.02283474,0.02206177,0.02304533,0.02380837,0.02164893,0.02198619,0.0225697,0.02196988,0.02197691,0.02331954,0.02252166,0.02273312,0.02315373,0.02232052,0.02228016,0.02381979,0.02280269,0.02272214,0.02345581,0.02313717,0.02195685,0.0235762,0.02179214,0.02157266,0.02214969,0.02212276,0.02291982,0.02262675,0.02229314,0.02312434,0.02340427,0.02392724,0.0236992,0.02302752,0.02301327,0.02309866,0.02365657,0.02397467,0.02416274,0.02470899,0.02476586,0.02443059,0.02395523,0.02510824,0.04550993
0.04126428,0.03469664,0.03242089,0.03328535,0.03149005,0.03385256,0.0309153,0.02916543,0.03151568,0.02926538,0.02827334,0.03235649,0.03339999,0.02867851,0.03072665,0.03223685,0.03269919,0.03034226,0.03237602,0.03133204,0.03284068,0.0312366,0.03364851,0.03195282,0.03282329,0.03070891,0.03392672,0.0322576,0.03039687,0.03298136,0.0346314,0.03310923,0.03326618,0.03544636,0.03327549,0.03274966,0.02887143,0.03270506,0.03331773,0.0363716,0.0335868,0.03427406,0.03480346,0.03415135,0.0353238,0.03410588,0.03401444,0.0682284
0.04215607,0.07756621,0.07203515,0.06892888,0.04941644,0.07159357,0.06809922,0.05812946,0.05792247,0.06559402,0.07385878,0.06807279,0.04952029,0.05797002,0.06503942,0.03364323,0.06791379,0.05814626,0.04527182,0.0722336,0.05778385,0.06873101,0.04933499,0.05805893,0.06879449,0.065785,0.03375062,0.07233063,0.0740954,0.07488858,0.04475299,0.06867968,0.07149204,0.03998911,0.05814283,0.06461999,0.04981468,0.04978931,0.06838673,0.06510579,0.06808791,0.09079132,0.07419162,0.06839067,0.08282871,0.0645238,0.05354549,0.17820813
0.04377114,0.00873448,0.00913573,0.00881774,0.00909848,0.00872263,0.00874899,0.00877251,0.00848969,0.0085542,0.00863882,0.0085774,0.00846025,0.00851347,0.00866498,0.0084235,0.008846,0.00876083,0.00859287,0.00882149,0.00846551,0.00903496,0.00897302,0.00876766,0.00865338,0.00877805,0.00904464,0.00899274,0.00894983,0.00892629,0.00880151,0.00906111,0.00920233,0.00884593,0.00898234,0.00918392,0.00926,0.00957359,0.00938838,0.00920185,0.00927102,0.00945017,0.00982281,0.00952259,0.00982199,0.00972501,0.00967441,0.02075844
0.04484714,0.00508071,0.00509097,0.00512347,0.00506645,0.00502748,0.00508032,0.00505073,0.00496542,0.00502059,0.00503582,0.00501612,0.00508312,0.00503592,0.00501731,0.00502518,0.00505626,0.00513151,0.0050774,0.00507237,0.00503856,0.00507616,0.00508281,0.0050893,0.0050045,0.00506679,0.00510217,0.00516233,0.00516323,0.00517617,0.00509939,0.00529485,0.00516146,0.00529357,0.0053241,0.00519491,0.00536507,0.00533921,0.00531124,0.00537967,0.00533711,0.00534951,0.00547437,0.00549082,0.005547,0.0055052,0.00551396,0.01108346
0.04650977,0.00654385,0.00647248,0.00635199,0.00633576,0.00631169,0.00629928,0.00639019,0.0062994,0.00626074,0.0063327,0.00636803,0.00639778,0.00633536,0.00632389,0.00627967,0.00624648,0.00636241,0.00632898,0.00624077,0.00640691,0.00628739,0.00635483,0.00646362,0.00648447,0.0064205,0.00636524,0.0064444,0.00639279,0.00638221,0.00648761,0.00644999,0.00651137,0.00654952,0.00668747,0.00655424,0.00671017,0.00667877,0.00671755,0.00681679,0.00671706,0.0067713,0.00681719,0.00691188,0.00681522,0.00696947,0.00681607,0.01446196
0.04797651,0.0071808,0.00727629,0.00734614,0.00726649,0.00704343,0.00715675,0.00722554,0.00707701,0.00726042,0.00702886,0.00699313,0.00703213,0.00714051,0.00708843,0.007149,0.00712078,0.00720142,0.00713539,0.00730287,0.00718324,0.00712123,0.00725933,0.0070478,0.00712192,0.00721495,0.00722389,0.00734515,0.00729176,0.00736011,0.00726284,0.0070644,0.00739741,0.00741949,0.00733968,0.00738619,0.00744354,0.00751082,0.00758094,0.00764881,0.00760075,0.00755085,0.00755818,0.00758962,0.00769904,0.00763713,0.0077649,0.01508239
0.04947691,0.00478888,0.00486101,0.00468686,0.00474797,0.00478472,0.00467047,0.00464668,0.00464916,0.0047016,0.00476596,0.0046429,0.00474072,0.00462488,0.00466522,0.00471734,0.0047185,0.00477416,0.00474753,0.00475833,0.00462513,0.00476307,0.00464969,0.00478916,0.00475308,0.00476911,0.00477303,0.00482621,0.00473872,0.0047815,0.00475311,0.0048413,0.00482543,0.00483312,0.00497222,0.00491231,0.00491079,0.00482498,0.00491177,0.00501266,0.00504813,0.00488283,0.00499302,0.00501548,0.00503574,0.00503317,0.00517541,0.01055327
0.05087326,0.00499296,0.00498267,0.00494689,0.00499807,0.00501433,0.00492754,0.00509379,0.00500732,0.00495801,0.00491106,0.00488641,0.00492538,0.00503785,0.00494197,0.00489031,0.0049107,0.0049228,0.00494112,0.00498663,0.00499434,0.00500559,0.00493097,0.00497095,0.00497362,0.00488656,0.00492582,0.00498574,0.00494615,0.00503196,0.00500929,0.00508285,0.00503377,0.00507201,0.00506539,0.0051167,0.00516738,0.0050952,0.00518302,0.00523638,0.00521712,0.00521372,0.00521645,0.00525431,0.00529306,0.00528799,0.00523412,0.01037862
0.05233639,0.0054611,0.00545864,0.00545739,0.0054747,0.0054361,0.00544158,0.00544311,0.00536415,0.00540167,0.00535935,0.00535726,0.00539062,0.00547407,0.00541495,0.00524561,0.00546425,0.00532573,0.00538904,0.00538692,0.00543936,0.00533864,0.00538497,0.00548133,0.00535465,0.00545727,0.0054327,0.00550638,0.00545615,0.00548852,0.00549307,0.00540407,0.00546259,0.00548481,0.00560415,0.00555666,0.00564347,0.00560774,0.00562912,0.00563665,0.0056604,0.00559653,0.00567731,0.00567577,0.00570917,0.00579669,0.00575821,0.01075114
0.05420832,0.00441797,0.00440188,0.00437664,0.00445867,0.00442982,0.00437359,0.00439466,0.0043231,0.00437151,0.00433798,0.00431856,0.00440542,0.00440611,0.00435917,0.00433137,0.00437919,0.00437368,0.0043657,0.00444112,0.00437715,0.00435466,0.00446599,0.0044345,0.00441028,0.00440596,0.00445704,0.00451056,0.00443076,0.00444645,0.00446155,0.00451428,0.00454117,0.00450846,0.00456805,0.00449122,0.00459593,0.00453426,0.00454798,0.00459153,0.00461027,0.00459702,0.00465452,0.00466683,0.00473787,0.00468108,0.00470226,0.00898819
0.05569143,0.00423041,0.0042422,0.00430595,0.00431713,0.00427132,0.00422028,0.00428708,0.00420234,0.0041876,0.00417067,0.00420176,0.00427009,0.00422246,0.00427657,0.00422918,0.00423637,0.00417069,0.00425012,0.00420019,0.00426861,0.00428348,0.00426966,0.00421745,0.00422081,0.00420764,0.00422339,0.00427896,0.00416992,0.00428743,0.00431305,0.00432044,0.00426549,0.00427087,0.00431131,0.0042976,0.0043388,0.00438327,0.00439963,0.00440691,0.00441377,0.004453,0.00444975,0.00444533,0.00445004,0.00445204,0.00452045,0.00929488
0.05725485,0.00472293,0.00473729,0.00473754,0.00470992,0.00469514,0.0046114,0.00467865,0.00468722,0.00464663,0.00467107,0.00466295,0.0046782,0.00467403,0.0047107,0.00466776,0.00463607,0.00469138,0.0047084,0.00467552,0.00471582,0.004655,0.00464219,0.0047652,0.00467277,0.00468063,0.00474082,0.00479132,0.00475991,0.00474115,0.00472162,0.00471178,0.00471112,0.00478986,0.00468372,0.0048042,0.00478551,0.00482603,0.00477373,0.00492093,0.00493906,0.00486744,0.00484065,0.00481191,0.00482774,0.00487216,0.0048809,0.00954134
0.05911144,0.00466813,0.00460753,0.00462141,0.00455718,0.00457386,0.00458103,0.00458777,0.00453123,0.00461798,0.00455411,0.00449657,0.0045837,0.00460757,0.00466168,0.00453313,0.00455386,0.00458055,0.0045692,0.00460497,0.00449244,0.00469353,0.00458879,0.00459843,0.00449973,0.00460324,0.00460071,0.00467083,0.00454524,0.00459855,0.00458252,0.00458303,0.00463542,0.00468531,0.00468701,0.00466768,0.00467109,0.0047806,0.0047137,0.00478094,0.00474908,0.00480819,0.00483626,0.00479039,0.00481641,0.00483802,0.00477824,0.00985202
0.06066492,0.00341426,0.00344135,0.00344885,0.0033965,0.0034082,0.00340816,0.00342071,0.00339475,0.00340791,0.00342877,0.00337858,0.00337784,0.00342298,0.00343917,0.00339284,0.0034055,0.00338002,0.00340062,0.00344833,0.00339121,0.00339488,0.00339345,0.00343196,0.00341088,0.00342839,0.00346079,0.003448,0.00341586,0.00345306,0.00346552,0.00345383,0.00343711,0.00348752,0.00354804,0.0034727,0.00349,0.00351053,0.00349903,0.00351207,0.00354305,0.0035022,0.00350049,0.00354873,0.00356657,0.0035288,0.00358177,0.00684802
0.06240666,0.00431491,0.00435534,0.00440002,0.0043905,0.00437679,0.00427679,0.00429941,0.00423937,0.00427895,0.00428072,0.00425664,0.0043462,0.00430613,0.0043105,0.00432955,0.00426601,0.00431202,0.00432685,0.00436966,0.00432165,0.00429491,0.00432483,0.0043666,0.00431166,0.00435468,0.00431292,0.00433164,0.00427019,0.0043867,0.00434517,0.00439956,0.00433942,0.00437163,0.00437895,0.00437835,0.00446298,0.00438682,0.00441607,0.00451576,0.00448373,0.00443276,0.00450988,0.00444599,0.00449844,0.00451332,0.00442979,0.00881927
0.06435077,0.00408141,0.00406428,0.00398225,0.00392121,0.0039578,0.00391172,0.00400631,0.00392045,0.00394896,0.00390067,0.00386439,0.00394834,0.00399651,0.00398953,0.00400113,0.00395747,0.00397889,0.00398401,0.00395951,0.00390785,0.00397472,0.00399532,0.00397579,0.00394676,0.00396818,0.00395537,0.00405145,0.00394749,0.00404668,0.00396025,0.00401708,0.0040371,0.00403789,0.00398214,0.00404773,0.00402464,0.00402574,0.00404076,0.00410552,0.00408367,0.00411492,0.00411016,0.0040843,0.00406195,0.00412039,0.00414274,0.00822974
0.06578654,0.00325098,0.00323475,0.0032413,0.00324592,0.00323562,0.00318869,0.00323912,0.00323998,0.00320756,0.00324171,0.00318572,0.00322378,0.00320495,0.00324029,0.00320527,0.00320535,0.00324779,0.00323396,0.0032246,0.00321926,0.00324549,0.00321835,0.00324394,0.00322035,0.00323909,0.00325237,0.00327457,0.00320835,0.00327744,0.00322497,0.00329219,0.00323712,0.00324616,0.0033051,0.00325744,0.0033061,0.00330405,0.00325729,0.00333351,0.00330069,0.00329398,0.00334697,0.0033462,0.0033347,0.00330626,0.00332184,0.00632348
0.06745193,0.00361959,0.00362585,0.00363982,0.00356949,0.00359,0.00361519,0.00362614,0.00358989,0.00362047,0.00363909,0.0035978,0.00359215,0.00363053,0.00361091,0.00363197,0.00359089,0.00360325,0.00365014,0.00363305,0.00361993,0.00361249,0.0036193,0.00360167,0.00359306,0.00362767,0.00359022,0.00364586,0.00361633,0.00366466,0.00361943,0.00363203,0.00366444,0.00363156,0.00368109,0.00364554,0.00369719,0.00369793,0.00368503,0.00374616,0.00368023,0.00364099,0.00373442,0.003717,0.00371735,0.00371097,0.00373501,0.00747231
0.06948883,0.00357351,0.0035366,0.00357195,0.0034923,0.00347958,0.00353636,0.00354796,0.00349919,0.00352543,0.00349197,0.00350596,0.0034815,0.00350476,0.00352496,0.00352381,0.00348185,0.00353281,0.00354189,0.00350096,0.00346814,0.00349432,0.00352704,0.00360496,0.00352518,0.00350923,0.00350442,0.0034999,0.00352687,0.00359765,0.00352567,0.00348357,0.00357131,0.00357744,0.00358602,0.0036131,0.00361702,0.00360556,0.00358244,0.00363903,0.00357236,0.00364216,0.00361095,0.00364533,0.00363432,0.00362444,0.00367687,0.00696724
0.07107822,0.00303478,0.00299032,0.00297382,0.00296277,0.00295941,0.00295973,0.00298467,0.00293021,0.00295889,0.0029369,0.00293507,0.0029519,0.00295286,0.0029881,0.00294691,0.00293576,0.00295472,0.0029671,0.00296952,0.00295955,0.00297919,0.00297856,0.00299824,0.00297029,0.00296859,0.00301781,0.00297344,0.00295498,0.0029588,0.00297633,0.00299475,0.00298721,0.00303074,0.00297338,0.00296152,0.00301676,0.00297315,0.00301016,0.00302744,0.00304555,0.0030158,0.00302503,0.00305285,0.00305286,0.00304682,0.00303834,0.00590497
0.07293509,0.0033658,0.00336689,0.00336441,0.00336355,0.00334768,0.00332096,0.00334968,0.00331732,0.00335056,0.00331705,0.00330658,0.00333911,0.00333791,0.00334791,0.00332129,0.00330267,0.00331079,0.0033881,0.00332781,0.00330873,0.00332848,0.00334028,0.00331359,0.00330889,0.00334729,0.00336047,0.00337209,0.00334504,0.00336209,0.00333968,0.00336028,0.00335185,0.00337351,0.00336622,0.00336181,0.00339592,0.00339691,0.00334255,0.00339974,0.00336993,0.0034151,0.00340314,0.00341162,0.00338921,0.00344241,0.00339619,0.00653044
0.07497173,0.00294545,0.00299463,0.00294855,0.00294271,0.00293277,0.00289534,0.00298337,0.0029283,0.00290057,0.00290158,0.00292235,0.00292826,0.00295185,0.00295843,0.0029144,0.00290457,0.00296436,0.0029582,0.00294038,0.00293197,0.00293609,0.00294312,0.00296415,0.0029128,0.0029589,0.00293051,0.00297937,0.00292905,0.00295731,0.00293641,0.00296047,0.00294282,0.00299459,0.00299381,0.00295537,0.00298896,0.00296811,0.00295847,0.00301421,0.00297749,0.00299612,0.00300212,0.0029884,0.00299069,0.00298216,0.00302546,0.00591794
0.07666089,0.0029736,0.0029188,0.00295151,0.00294446,0.00295562,0.00293197,0.00293844,0.00291398,0.00292706,0.00292293,0.00289516,0.00294609,0.00295089,0.00294918,0.00290526,0.00292778,0.00294765,0.00293318,0.00294532,0.00292802,0.0029546,0.00291682,0.00294457,0.00292332,0.00294514,0.00296226,0.00297342,0.00292483,0.00298335,0.0029415,0.00293167,0.00294733,0.0029966,0.0029623,0.00295462,0.00299161,0.00297402,0.00297118,0.00302391,0.00296114,0.00297151,0.00298189,0.00298645,0.00297557,0.00300932,0.00302096,0.00563108
0.07863461,0.00308544,0.00308167,0.00306261,0.00305766,0.00307703,0.00306067,0.00307957,0.00304571,0.00308731,0.00304266,0.00304045,0.00309365,0.00306465,0.00308637,0.00305907,0.00303747,0.00308769,0.00308866,0.00308454,0.00308807,0.00305822,0.00303071,0.00310931,0.00307454,0.00305936,0.00305412,0.00302415,0.00306086,0.00303395,0.00305837,0.00307536,0.00307687,0.00310078,0.00310037,0.00310221,0.00308838,0.00305067,0.00310695,0.00309577,0.00305896,0.00309446,0.0030918,0.00312013,0.0031024,0.00309274,0.00312282,0.00596131
0.08065245,0.0026291,0.00264903,0.00263663,0.00265765,0.002623,0.00263758,0.00261906,0.00260634,0.00263392,0.00264104,0.00260429,0.00265049,0.0025973,0.00265945,0.00266903,0.00261504,0.00261371,0.0026456,0.00265763,0.0026165,0.00262334,0.00260887,0.0026297,0.00264436,0.00265172,0.00259846,0.00266234,0.00262618,0.00265508,0.00264215,0.0026724,0.00264553,0.00265076,0.00266988,0.00264192,0.00266106,0.00266261,0.00265632,0.00265924,0.00268452,0.0026712,0.00267029,0.00267029,0.00267674,0.00266091,0.00266946,0.00510005
0.08248929,0.00283652,0.00284599,0.00282057,0.00280139,0.00280804,0.00279104,0.00279717,0.00281296,0.00281589,0.00279307,0.00277668,0.00280757,0.00280758,0.00279895,0.00279943,0.00280016,0.00281512,0.00280494,0.00282739,0.00279832,0.00282025,0.00280241,0.00281333,0.00280434,0.00279295,0.00277728,0.00281566,0.0028002,0.00279774,0.00277983,0.00280604,0.00282722,0.00283521,0.00279688,0.00278517,0.0028323,0.00283867,0.00282595,0.00283682,0.00284974,0.00283806,0.00280695,0.0028277,0.00285065,0.00282741,0.00288178,0.00531445
0.0846544,0.0028293,0.00285642,0.00286906,0.00284574,0.00281349,0.00282439,0.00283374,0.00281414,0.00284578,0.00284783,0.00278578,0.00281948,0.0028368,0.00285933,0.00283254,0.00283897,0.00283623,0.00286166,0.00283865,0.0028152,0.00280827,0.00282215,0.00284795,0.0028445,0.00281665,0.00284752,0.00282435,0.00285042,0.00283985,0.00285598,0.0028068,0.00283244,0.00285674,0.00282688,0.0027918,0.00289893,0.00287457,0.00284193,0.00287745,0.00285075,0.00286932,0.00288835,0.00285924,0.00284536,0.00284777,0.00288716,0.00546046
0.0866059,0.00243797,0.00240721,0.00240991,0.00239301,0.00241658,0.00237775,0.00238778,0.0023808,0.00239289,0.00238508,0.00237611,0.00241462,0.00239355,0.00241239,0.00240273,0.00238671,0.00238758,0.00239095,0.00240895,0.00237484,0.0024061,0.00241595,0.00238187,0.00238851,0.00240946,0.0024012,0.00238881,0.00240489,0.00240582,0.00240877,0.00239516,0.00239795,0.002413,0.00242428,0.00240804,0.00243774,0.00241826,0.00240901,0.00241475,0.00244054,0.00241407,0.00243243,0.00240786,0.00240838,0.00242209,0.00242963,0.00445908
0.08871885,0.00265004,0.0026454,0.00266493,0.00265215,0.00265947,0.00265254,0.00265526,0.00265267,0.00265823,0.00265053,0.00263342,0.00264181,0.00267343,0.00266994,0.00264415,0.002646,0.0026631,0.00265362,0.00267646,0.0026384,0.00262318,0.00263463,0.00269667,0.00261478,0.00266245,0.00264919,0.00265436,0.00262568,0.00268661,0.00263719,0.00265824,0.00264339,0.0026632,0.0026563,0.00264918,0.00270251,0.00265839,0.00263018,0.00267183,0.00265457,0.0026489,0.00266129,0.00266664,0.00266784,0.00268477,0.00266207,0.00488743
0.09085082,0.00234273,0.00231614,0.00231954,0.00232427,0.0023432,0.00230884,0.0023414,0.00231757,0.00234003,0.00232085,0.00230787,0.00232353,0.00234803,0.00234729,0.00232815,0.00230478,0.0023328,0.00233496,0.00233741,0.00233311,0.00232144,0.00233466,0.00233836,0.00231565,0.00233667,0.00234626,0.00234081,0.00231517,0.0023511,0.00231388,0.00234194,0.00231912,0.00234243,0.0023378,0.00231671,0.00232812,0.00232643,0.00234805,0.00235384,0.00235315,0.00233408,0.0023549,0.00234577,0.00233859,0.00234044,0.00234967,0.00438971
0.09286153,0.00243558,0.00246002,0.00243929,0.00243459,0.00244489,0.00242088,0.00242828,0.00244642,0.00242527,0.00242554,0.00240488,0.00242833,0.00241071,0.00243694,0.00243396,0.00242569,0.00246286,0.00243363,0.00244283,0.00241988,0.00243674,0.00243608,0.00242896,0.00242547,0.00245142,0.00242386,0.00244096,0.00244572,0.0024551,0.00241389,0.00247046,0.00243375,0.00246968,0.00243519,0.00242631,0.00244491,0.00244905,0.00241206,0.00245669,0.00243147,0.00243649,0.00245432,0.00245341,0.00245278,0.00241766,0.00246655,0.0046165
0.09525239,0.00243737,0.00247529,0.00247365,0.00242729,0.00248045,0.00244269,0.00245969,0.00243818,0.00241778,0.00243527,0.00242611,0.00243299,0.00242601,0.00245217,0.00245009,0.0024529,0.00244603,0.00243597,0.00243644,0.00243838,0.00242607,0.00239097,0.00242812,0.00241755,0.0024183,0.00245345,0.00244582,0.00242616,0.00244936,0.00244843,0.00243763,0.00245452,0.00246511,0.00248468,0.00245489,0.00246201,0.00245927,0.00243783,0.00247374,0.00242836,0.00245438,0.00242311,0.00242393,0.00244015,0.00245024,0.00245221,0.00471712
0.09727187,0.00220766,0.0021958,0.00218631,0.00217893,0.00217308,0.00215718,0.00218843,0.0021589,0.00218018,0.00216303,0.00215309,0.00217234,0.00219047,0.00218105,0.00217884,0.00215821,0.00218346,0.00216725,0.00217916,0.00215488,0.00217364,0.00216485,0.00217012,0.00217147,0.00217929,0.0021659,0.00218164,0.00216339,0.00218695,0.00218233,0.00217574,0.00216533,0.00218049,0.00216872,0.00217472,0.00219752,0.00218812,0.00218465,0.00219616,0.00217287,0.00218235,0.00218579,0.00218736,0.00217362,0.0021701,0.00217169,0.00414193
0.09955427,0.00238178,0.00236988,0.00235646,0.0023434,0.00235868,0.00234876,0.00236586,0.00236742,0.00234797,0.00235598,0.00234396,0.00235906,0.00235311,0.00234542,0.00233471,0.00235448,0.00235307,0.00236541,0.0023717,0.00235533,0.00234573,0.00233837,0.00236707,0.00235565,0.0023688,0.00236061,0.00234833,0.0023426,0.0023636,0.00235578,0.00237943,0.00235846,0.00237759,0.0023927,0.00233797,0.00238186,0.00234912,0.00235088,0.00236175,0.00234983,0.00234994,0.00235114,0.00236687,0.00239565,0.00235919,0.00237211,0.00447954
0.1018669,0.00202291,0.00202987,0.00201344,0.00200122,0.00200503,0.00200488,0.00200986,0.00201639,0.00201649,0.00200671,0.00200038,0.00200346,0.00202042,0.00202482,0.00199588,0.00198948,0.00201625,0.0020041,0.00202259,0.00200948,0.00199908,0.00201379,0.00202499,0.00200172,0.00199921,0.00201498,0.00201296,0.00198241,0.00201935,0.00200863,0.00201669,0.00200953,0.00201164,0.0020194,0.0020012,0.00203491,0.00201664,0.00200707,0.0020129,0.0020097,0.00201103,0.00200595,0.00201064,0.00202287,0.00200908,0.0020039,0.00382592
0.10424991,0.00219046,0.00220948,0.00220958,0.00218407,0.0022049,0.00220506,0.00221599,0.00218554,0.00219323,0.00217179,0.0022025,0.00218092,0.0021983,0.00222404,0.00219955,0.00219367,0.00218605,0.00220485,0.00221043,0.00219022,0.00218101,0.00217474,0.00219905,0.00220496,0.00219109,0.00219815,0.00219834,0.00216751,0.00220369,0.00220597,0.00218935,0.002185,0.0022142,0.00219424,0.00217707,0.00220402,0.00220022,0.0022111,0.00218673,0.00219936,0.00219386,0.00219198,0.00218754,0.00219371,0.00221569,0.00218815,0.00418528
0.10666829,0.00205566,0.00206974,0.00205996,0.00203084,0.0020576,0.00204501,0.00204477,0.00203513,0.00203859,0.00202563,0.00201361,0.00203873,0.00204377,0.00203908,0.0020492,0.00203293,0.0020607,0.00203981,0.0020483,0.00204182,0.00204728,0.00204397,0.00205912,0.0020358,0.00203865,0.002037,0.00204026,0.00203893,0.00204739,0.00202809,0.00203744,0.00203542,0.00204085,0.00204984,0.0020514,0.00206735,0.00204324,0.00204125,0.00206415,0.00204567,0.00204607,0.00203286,0.00203652,0.00205939,0.00205072,0.00206546,0.00381345
0.10886964,0.0020298,0.00203342,0.00203973,0.0020279,0.00203975,0.00202291,0.00203258,0.00201559,0.00203271,0.00201621,0.00201405,0.00202207,0.00202722,0.00205819,0.00201966,0.00201696,0.00204798,0.0020343,0.00204485,0.00204124,0.00202976,0.00203436,0.00203235,0.00201977,0.0020335,0.00200655,0.00203762,0.00202428,0.00204898,0.0020296,0.00203175,0.00203129,0.00204348,0.00203171,0.00202431,0.00204369,0.00203034,0.00204033,0.00203914,0.00203474,0.00202228,0.00201953,0.00202896,0.00203044,0.00203409,0.00204454,0.00375345
0.11146922,0.0019602,0.00194742,0.00196397,0.00193762,0.00196196,0.0019525,0.00194098,0.00193606,0.00193931,0.00193805,0.00192795,0.00195697,0.00194583,0.00194636,0.00194049,0.00192697,0.00195624,0.00195608,0.0019535,0.00194148,0.00194011,0.00195846,0.00193159,0.00193442,0.00195472,0.00194914,0.00196466,0.00193488,0.00195262,0.00192846,0.0019387,0.00192737,0.00195913,0.00194424,0.00194687,0.00194509,0.00194691,0.0019546,0.0019603,0.00195339,0.00195028,0.00195138,0.00194746,0.00193993,0.00195312,0.00195523,0.0037443
0.11377245,0.00195441,0.00194864,0.0019557,0.00197161,0.00194929,0.00196414,0.00195003,0.00195047,0.00194311,0.00194334,0.0019297,0.00196383,0.001953,0.00196689,0.00194445,0.00193863,0.00195128,0.00194638,0.00195301,0.00194579,0.00195382,0.00194383,0.00196689,0.00196398,0.00194971,0.00195354,0.00195479,0.00194545,0.00195003,0.00195697,0.00195,0.00194584,0.00196581,0.00194843,0.0019514,0.00195485,0.001943,0.00195434,0.00195121,0.00194427,0.00194713,0.00194382,0.00193817,0.00194352,0.00195541,0.00194604,0.00364335
0.11644029,0.00193621,0.00193434,0.00191599,0.00191799,0.0019235,0.00190825,0.00191764,0.00190776,0.00191647,0.0019193,0.00189844,0.00192206,0.00191983,0.00193046,0.00191897,0.00190642,0.0019105,0.00192808,0.00193187,0.00191769,0.00192367,0.00191386,0.00191787,0.00190712,0.00193334,0.00191782,0.00192456,0.00189998,0.00194349,0.00190652,0.00192488,0.00192032,0.00191401,0.00192759,0.00190097,0.00193146,0.00192418,0.00192218,0.0019364,0.00191133,0.00191799,0.00191205,0.00191777,0.00191793,0.00192018,0.00192362,0.00372076
