q-vector,5 min,10 min,15 min,20 min,25 min,30 min,35 min,40 min,45 min,50 min,55 min,60 min,65 min,70 min,75 min,80 min,85 min,90 min,95 min,100 min,105 min,110 min,115 min,120 min,125 min,130 min,135 min,140 min,145 min,150 min,155 min,160 min,165 min,170 min,175 min,180 min,185 min,190 min,195 min,200 min,205 min,210 min,215 min,220 min,225 min,230 min,235 min,240 min,245 min,250 min,255 min,260 min,265 min,270 min,275 min,280 min,285 min,290 min,295 min,300 min,305 min,310 min,315 min,320 min,325 min,330 min,335 min,340 min,345 min,350 min,355 min,360 min,365 min
0.06910303,0.04061812,0.02610955,0.03885353,0.03409869,0.0360244,0.03842217,0.03784494,0.03949297,0.04013084,0.04145363,0.04039244,0.03912699,0.03924604,0.03681125,0.0429133,0.03845216,0.03453804,0.03455472,0.03524238,0.04026266,0.03863237,0.03353254,0.02966289,0.03405103,0.03800036,0.03529237,0.03235212,0.03168603,0.0396497,0.03830891,0.02960472,0.03623793,0.02850191,0.03481157,0.03625385,0.03207955,0.03124213,0.03825221,0.03343715,0.03615142,0.03097025,0.03608027,0.03038595,0.03717338,0.03560404,0.03410675,0.0365446,0.03415125,0.03633925,0.0365649,0.03397718,0.03585378,0.03103892,0.03000873,0.03442985,0.03607724,0.02895485,0.03780528,0.03523593,0.03578298,0.03902964,0.03882928,0.03467575,0.02834266,0.03946686,0.03499267,0.03571719,0.03632039,0.03294971,0.0386038,0.03127961,0.03622495,0.04142079
0.07069101,0.03398802,0.03826783,0.03609995,0.03418763,0.03366639,0.03375321,0.03749335,0.03210613,0.03901156,0.03923385,0.03966041,0.03147104,0.03929564,0.03398552,0.03725766,0.0379659,0.03798874,0.0348375,0.03750041,0.04069084,0.03436772,0.03527303,0.03824316,0.03771628,0.02957376,0.03454948,0.03693676,0.03699388,0.03394262,0.02964932,0.03435286,0.03712122,0.02951041,0.03504289,0.03048322,0.03511886,0.03601344,0.03522095,0.03650676,0.03156431,0.03140631,0.0361549,0.03159998,0.0371628,0.03574334,0.03647554,0.03257959,0.03352889,0.03662374,0.03635064,0.03765238,0.03349143,0.03559734,0.0351927,0.03472362,0.03039379,0.03371919,0.03733094,0.03482576,0.03652918,0.03419407,0.03413146,0.03506784,0.03480383,0.03477114,0.03198724,0.03794828,0.03587712,0.03584767,0.03416167,0.03552113,0.03525992,0.03569368
0.07266582,0.03305444,0.03178292,0.03029839,0.03310597,0.03363833,0.03092115,0.03601468,0.03727579,0.03143871,0.03986345,0.03252817,0.03213284,0.03381799,0.03084254,0.03061869,0.03561852,0.03328011,0.03242587,0.03437034,0.04258307,0.0343225,0.02982534,0.03364822,0.03703103,0.03119967,0.03148647,0.03136202,0.03383313,0.03329184,0.03241143,0.03014412,0.03483741,0.03071506,0.03483814,0.03114347,0.03183685,0.03240871,0.03267013,0.03245297,0.030735,0.02850307,0.03130165,0.0273054,0.03310038,0.03276178,0.02996302,0.02814179,0.03041705,0.03340111,0.03404816,0.03566665,0.03051032,0.02954125,0.0325539,0.02736915,0.03244653,0.02768666,0.02986396,0.03423215,0.03133018,0.03021082,0.03057635,0.03490382,0.03260859,0.03118165,0.03349289,0.03243753,0.02937318,0.02738255,0.03273082,0.03559783,0.02904281,0.02961539
0.07470853,0.03723986,0.0338032,0.02893418,0.03455742,0.03375652,0.0403122,0.03636564,0.03097438,0.03552657,0.03709233,0.03102219,0.03293803,0.03298776,0.0345453,0.03333136,0.03625991,0.03616372,0.03587124,0.0359292,0.03856781,0.03602699,0.0303917,0.03634844,0.03205623,0.03367934,0.03467296,0.03080511,0.03405534,0.03092175,0.03161247,0.03309467,0.03478854,0.03482107,0.03504291,0.03520998,0.03494455,0.03270206,0.03326962,0.03194244,0.0342165,0.03522993,0.03332153,0.03251313,0.03267597,0.03562955,0.03226267,0.03197307,0.02987203,0.03229932,0.02859499,0.02999109,0.03960574,0.02704002,0.03409168,0.03045093,0.03421664,0.03423097,0.03027597,0.03019772,0.03041799,0.03036015,0.03026594,0.0314573,0.03463501,0.03156463,0.03336744,0.03110637,0.03388119,0.03029238,0.03827942,0.03587287,0.03206011,0.03395004
0.07633729,0.02847742,0.02961064,0.03378064,0.03415807,0.03281423,0.03191775,0.03288175,0.03242702,0.02799024,0.03106197,0.0299329,0.02831416,0.03247589,0.03359309,0.03032774,0.03101887,0.03114317,0.03580752,0.0277695,0.03017989,0.03248829,0.02542165,0.03120685,0.02815903,0.03327428,0.02713449,0.02959622,0.03182271,0.03301879,0.03108947,0.02833617,0.02869596,0.0288781,0.03014762,0.02918755,0.02475089,0.03099586,0.03001912,0.03388772,0.03111949,0.02855079,0.02883287,0.02960619,0.02888686,0.03270606,0.02870834,0.03127675,0.03283432,0.02874176,0.02620198,0.0276238,0.02757312,0.03013956,0.03018809,0.03159936,0.02695611,0.02800243,0.02932458,0.03616924,0.02868547,0.02903099,0.02773695,0.02863864,0.02693703,0.02778509,0.02464493,0.02862944,0.02691791,0.0276759,0.03038481,0.03257342,0.02808962,0.03000792
0.07828074,0.02805067,0.02902994,0.02547296,0.03142136,0.03130017,0.02934993,0.02816824,0.03268404,0.02875733,0.03022481,0.02880585,0.02254213,0.02961234,0.02619899,0.03160735,0.02514333,0.02682902,0.03063472,0.03023666,0.03211727,0.02981974,0.02690818,0.03127434,0.02768762,0.02600191,0.03072814,0.03029084,0.02850239,0.02859227,0.02746963,0.027165,0.02914843,0.02461688,0.02362606,0.02522557,0.02326934,0.02648155,0.02432154,0.02599472,0.02561384,0.02249136,0.02938339,0.02507865,0.0264153,0.02392236,0.02745494,0.02862151,0.02674062,0.02553019,0.02813298,0.02645125,0.02675203,0.02143134,0.02684637,0.0262865,0.02753599,0.03148308,0.02495563,0.03264506,0.02797433,0.02619423,0.02884448,0.02457553,0.02525231,0.02691061,0.02508376,0.02307564,0.02561436,0.02426117,0.02712269,0.02756115,0.02334905,0.02484704
0.08033036,0.02648749,0.02703973,0.02910085,0.03307363,0.03136125,0.03213768,0.02977161,0.0294462,0.03100521,0.03020876,0.03095804,0.02616732,0.03156922,0.02576791,0.02815524,0.02963169,0.03057891,0.02524941,0.03426941,0.03104821,0.02934817,0.02683257,0.03084314,0.03216755,0.02661302,0.02885477,0.0310642,0.0276721,0.02912015,0.02515951,0.02801772,0.0299946,0.02407709,0.02677723,0.02639157,0.02878546,0.02507817,0.02691856,0.028962,0.02616232,0.02448317,0.02813998,0.0272325,0.02789112,0.02662258,0.02927219,0.02984917,0.02769986,0.02759618,0.02469627,0.02520258,0.02981133,0.02755204,0.02890968,0.02862343,0.02531568,0.02778054,0.02861541,0.02746168,0.02586883,0.026421,0.02573589,0.02799914,0.0293323,0.02758041,0.02725868,0.02934542,0.024171,0.02733885,0.02826911,0.02993083,0.02626739,0.02410608
0.08215963,0.03061355,0.02712493,0.02737646,0.028831,0.02569413,0.02570539,0.03106993,0.03008478,0.03256297,0.0315263,0.02936086,0.03073672,0.0300594,0.02962711,0.03190254,0.03315462,0.03038424,0.03140912,0.03302905,0.03359216,0.03156826,0.02609258,0.03051314,0.02392785,0.0259548,0.02750944,0.02775317,0.02804363,0.02825661,0.0310201,0.03021579,0.02885425,0.03234213,0.02986926,0.02621862,0.026891,0.02988013,0.02974811,0.02586874,0.02563714,0.02963849,0.02873051,0.02692322,0.03012185,0.02943253,0.03117799,0.02705192,0.03178213,0.03153875,0.02744045,0.02769998,0.02926474,0.02641125,0.02613491,0.03066015,0.02648478,0.0271628,0.0289398,0.03201583,0.03085911,0.02672693,0.02808631,0.02518544,0.02677878,0.02791932,0.03053321,0.02901157,0.02707966,0.02885911,0.03120747,0.02766947,0.02827267,0.03031459
0.08418363,0.02858912,0.03008818,0.02802082,0.02790329,0.0290606,0.02649712,0.02844032,0.03243689,0.02853201,0.02946737,0.03143847,0.02666404,0.02800003,0.02980202,0.0301242,0.02967744,0.0325015,0.03290755,0.02757399,0.02722094,0.02598395,0.02340401,0.03191728,0.03360572,0.02439275,0.02797006,0.02851215,0.02492932,0.03146689,0.02665449,0.02731798,0.02776187,0.02539431,0.02191368,0.02605817,0.02745916,0.02831703,0.02381254,0.02826833,0.02946345,0.02683336,0.02877204,0.02943795,0.02967207,0.02652262,0.0277172,0.02998706,0.02285976,0.0258405,0.02836631,0.02928599,0.02499775,0.02402356,0.02811515,0.02433298,0.02740187,0.02512517,0.02843807,0.02591174,0.02319907,0.02687161,0.02793596,0.02502686,0.02619664,0.02548324,0.0219768,0.02806553,0.02555204,0.02462211,0.02460375,0.02921025,0.02930481,0.02961941
0.08612058,0.02827886,0.02813353,0.0259351,0.02832339,0.02665722,0.02793806,0.02902475,0.02736517,0.02920461,0.03144503,0.02876162,0.02860413,0.02870704,0.02839592,0.02478582,0.02672617,0.02607383,0.02739501,0.02987067,0.02852365,0.02853462,0.02501054,0.02748474,0.02670995,0.02173195,0.02519365,0.02163799,0.0251429,0.02815683,0.0272095,0.02616104,0.02739709,0.02576235,0.02653035,0.02402725,0.02519223,0.02425896,0.02562191,0.02752869,0.02695592,0.02603153,0.02751767,0.02505094,0.02935337,0.02844899,0.02785876,0.02564623,0.02673007,0.02817966,0.02718538,0.02740792,0.02725486,0.02624556,0.02524056,0.02414389,0.02654297,0.02512203,0.02923621,0.0277697,0.0269926,0.03012072,0.02348146,0.02402025,0.02322653,0.02758424,0.02386958,0.02511788,0.02281132,0.02664488,0.02650987,0.02802326,0.02657555,0.02630456
0.08824121,0.02572273,0.02408432,0.02791156,0.0255881,0.02122468,0.02741693,0.02928061,0.02874537,0.02568947,0.02787003,0.02502817,0.02515655,0.02511373,0.02922871,0.03174018,0.02608301,0.02553631,0.02427191,0.02694107,0.03022471,0.02710384,0.023062,0.02525156,0.02549383,0.02241022,0.0244251,0.02714202,0.02650395,0.02286982,0.02334054,0.02647399,0.02507837,0.0249549,0.02607609,0.02619727,0.02168194,0.02518313,0.02357708,0.0273232,0.02916069,0.02315881,0.02621287,0.02483326,0.02413693,0.02473271,0.02281283,0.02366013,0.02297176,0.02414651,0.02797452,0.02366226,0.02560771,0.02583447,0.02181421,0.025226,0.02650155,0.02571665,0.02554275,0.02530491,0.02233487,0.02727648,0.02798486,0.02251993,0.02216008,0.02565906,0.02452431,0.02336523,0.02618595,0.02078303,0.02524463,0.02553024,0.02494338,0.02256829
0.09055556,0.0251349,0.02661123,0.02903904,0.02515048,0.02433664,0.02147512,0.02489671,0.02805151,0.02654787,0.02582565,0.02557103,0.0247647,0.02573219,0.02720365,0.02610778,0.02348191,0.02411615,0.02405884,0.02828621,0.0281311,0.02394198,0.02303111,0.02653168,0.02339595,0.02507006,0.02567066,0.02004102,0.02564953,0.02517853,0.0262514,0.02498263,0.02333554,0.02152784,0.02343787,0.02018907,0.02444495,0.0285138,0.0242158,0.02376391,0.02625586,0.02109407,0.0267549,0.02194125,0.0247091,0.02363817,0.02377188,0.02402509,0.0214384,0.02384419,0.02641242,0.02640262,0.02277694,0.02315313,0.02402217,0.0275484,0.02220976,0.02334241,0.02710919,0.02128851,0.02375203,0.02428824,0.02395936,0.02378833,0.02494369,0.02745923,0.02402806,0.02392725,0.0214179,0.02513402,0.02271058,0.02469082,0.02631971,0.0225608
0.09254216,0.02323097,0.02167494,0.02503106,0.02432479,0.02651851,0.02749782,0.02459164,0.02596484,0.0245959,0.02679923,0.02242189,0.02002959,0.02436572,0.02372208,0.02749751,0.02439103,0.02446676,0.02248915,0.02904962,0.02477702,0.02186613,0.02201977,0.02243576,0.0260643,0.02452347,0.01955732,0.02267917,0.02558398,0.02392727,0.02631328,0.02314534,0.02356961,0.02309089,0.02520108,0.02350228,0.01997027,0.02031465,0.01894429,0.02355436,0.02079209,0.02324076,0.02148584,0.02717918,0.02404427,0.02858713,0.02490071,0.0301161,0.02097937,0.0243575,0.02246342,0.0225811,0.0252789,0.02091713,0.02371024,0.02499976,0.02191964,0.02360567,0.02265724,0.02208453,0.01970981,0.02243468,0.02213556,0.02289608,0.02312793,0.02102467,0.02013214,0.02281366,0.02280497,0.02331523,0.02226185,0.02121455,0.02239335,0.01865168
0.09474272,0.02480564,0.02175829,0.01935151,0.01976584,0.02508233,0.02034143,0.02509719,0.02300984,0.02628002,0.02383579,0.02261056,0.02596734,0.02455537,0.02108031,0.02523722,0.02461436,0.02297976,0.02740902,0.02236628,0.0226848,0.02294339,0.02135373,0.02583604,0.02055646,0.02407392,0.02432188,0.02296355,0.02269646,0.02599433,0.0256375,0.02330037,0.0222687,0.02100706,0.02375189,0.02531942,0.02298315,0.02333635,0.0222358,0.02312647,0.02409424,0.02279831,0.02181849,0.02261902,0.02124132,0.0217312,0.02285006,0.02509269,0.02338052,0.02366572,0.02516062,0.02252395,0.02262645,0.01961112,0.0231743,0.02439881,0.023304,0.02327452,0.02338853,0.02215129,0.02188823,0.0242355,0.02064028,0.0189846,0.02339483,0.0221039,0.02213306,0.02282311,0.02380708,0.02043772,0.0225893,0.01936909,0.02736176,0.01898249
0.09680092,0.02138981,0.02165639,0.02256341,0.02125994,0.02447141,0.02689879,0.02384523,0.02348083,0.02297986,0.02052778,0.02485708,0.02302101,0.02471628,0.02430738,0.02582051,0.02695065,0.02332874,0.02811357,0.02523555,0.02655088,0.02631415,0.02327878,0.02759638,0.02695484,0.02439294,0.02389649,0.02306402,0.02369599,0.02403736,0.02458714,0.02022245,0.02261706,0.02169245,0.02487569,0.02616238,0.02229397,0.02246528,0.02018755,0.0201114,0.0249512,0.0234644,0.02899453,0.02323298,0.0233704,0.02346581,0.02208507,0.0220616,0.02179486,0.02769893,0.02129675,0.02374202,0.02339916,0.02500078,0.0230555,0.0259651,0.02394245,0.02274178,0.02330345,0.02337774,0.02223996,0.02498007,0.02448937,0.02361193,0.0232761,0.02600741,0.0233712,0.02258815,0.02361419,0.02154136,0.02515817,0.02206229,0.02261749,0.02252886
0.09904113,0.02457852,0.021017,0.02464605,0.02392236,0.02170705,0.020883,0.02568165,0.02131629,0.02414919,0.02453517,0.02227421,0.02466938,0.02661715,0.02179673,0.02383638,0.0261267,0.02610431,0.02521464,0.02324434,0.02352789,0.01924259,0.0228819,0.02303359,0.02605558,0.02191084,0.02413642,0.02337779,0.02222876,0.02597519,0.02368885,0.02277596,0.02253392,0.02049507,0.02473617,0.02248784,0.02174951,0.02102087,0.02413491,0.02004025,0.02547852,0.0218105,0.02403159,0.02508047,0.02142708,0.02441847,0.02536255,0.02514407,0.02481262,0.01985473,0.02608867,0.02204474,0.02600428,0.01924393,0.02077486,0.02339484,0.0244934,0.0209588,0.02395436,0.02189877,0.02171527,0.02535733,0.02104863,0.02169851,0.02472567,0.02403177,0.02375507,0.02322282,0.02379837,0.02528109,0.02268971,0.02148183,0.0255188,0.02367398
0.10143902,0.02385726,0.02607567,0.02639117,0.02520387,0.02318664,0.02197674,0.02461334,0.02358195,0.02394994,0.02434765,0.02287467,0.02076119,0.02360127,0.02464489,0.02260914,0.02277031,0.02390152,0.02475066,0.02515255,0.02489483,0.02263817,0.02205354,0.02110108,0.0215771,0.02330839,0.024665,0.02249227,0.02339942,0.0238376,0.02608026,0.02331667,0.02149425,0.02549642,0.02189786,0.02348447,0.02229865,0.02131858,0.02289842,0.02149732,0.02260158,0.02171991,0.02375142,0.02126781,0.02209706,0.02540004,0.02197969,0.02408238,0.02243201,0.02551034,0.02237877,0.02382012,0.02095152,0.0198951,0.02127944,0.01982014,0.02230429,0.02057886,0.02425346,0.02350349,0.02078813,0.02451518,0.02151174,0.02071483,0.02105374,0.02280177,0.02173671,0.02263474,0.02350653,0.02146158,0.02192037,0.02249706,0.0239147,0.01878487
0.10369588,0.02324136,0.01920654,0.02258769,0.02375766,0.02321678,0.02348209,0.02453543,0.02282377,0.01999889,0.02415345,0.01880967,0.02026897,0.02086835,0.02297623,0.02208351,0.01979379,0.02463078,0.0227228,0.02416888,0.02399865,0.02115684,0.02186472,0.02193939,0.0233394,0.02101599,0.02228556,0.02185208,0.02245037,0.02317727,0.022443,0.0256049,0.02112545,0.02111125,0.02309434,0.02062662,0.02200893,0.02279226,0.0199901,0.02070477,0.02364383,0.01966111,0.02408503,0.02115881,0.02171502,0.02304075,0.02177332,0.02130572,0.02277278,0.02223902,0.02203938,0.02611,0.02455583,0.02227209,0.02216753,0.02152658,0.02147807,0.01801056,0.01948132,0.01842284,0.02065982,0.02664295,0.02150559,0.02062801,0.02129282,0.02273215,0.02167345,0.0225542,0.02190347,0.02284999,0.02415198,0.02122017,0.02179003,0.02093271
0.10614793,0.02313719,0.02031129,0.02160564,0.02170162,0.02093727,0.0208817,0.02273937,0.0179229,0.02058749,0.02428057,0.02261335,0.01941436,0.0192032,0.02254115,0.01875973,0.01924942,0.02149086,0.01951108,0.02332179,0.02249654,0.02099876,0.0201056,0.02059956,0.02536726,0.01883564,0.02061794,0.01874207,0.02108191,0.02115046,0.02433999,0.02341447,0.02300936,0.01978384,0.01893582,0.01839029,0.02028524,0.0237981,0.02034679,0.01897524,0.01886252,0.01630954,0.01803387,0.02011497,0.02071285,0.01692761,0.01765557,0.01994501,0.02154021,0.02025655,0.02263223,0.02157769,0.021188,0.02218349,0.01895601,0.02325878,0.02219368,0.02355468,0.02083591,0.01928308,0.02066267,0.02128653,0.01955994,0.02409907,0.02186232,0.02116081,0.01628457,0.0186772,0.02031694,0.01950994,0.01810825,0.01842653,0.01968204,0.01743193
0.10836079,0.02002281,0.02006158,0.02021062,0.02180304,0.02207277,0.01805048,0.02194306,0.01942557,0.0222729,0.0228662,0.0184891,0.0208999,0.02156466,0.01941726,0.02306694,0.02181488,0.02479368,0.02330424,0.02462605,0.02171459,0.01993538,0.01945643,0.0202588,0.02115488,0.02058404,0.02067545,0.0214635,0.01962082,0.02155723,0.02310049,0.0195993,0.02206309,0.02082947,0.02131265,0.01923271,0.02179961,0.02199058,0.01850477,0.01741716,0.0198542,0.01772096,0.01967294,0.01904846,0.02198411,0.01987293,0.01981293,0.01954737,0.01930385,0.0201447,0.02205892,0.02235126,0.02103644,0.02020577,0.01819318,0.01989019,0.02196338,0.02223997,0.02040719,0.02376404,0.02089532,0.02287651,0.02089698,0.02120066,0.02107372,0.02190751,0.02170995,0.01793084,0.02104126,0.02013408,0.02059418,0.01853986,0.01865218,0.01715589
0.11099586,0.02092348,0.0238122,0.02061329,0.02193061,0.0230273,0.02120863,0.02178932,0.02007468,0.02085785,0.0218836,0.02194013,0.02289798,0.02443076,0.02196593,0.01909263,0.01965563,0.02304938,0.02614205,0.02268566,0.02085648,0.02234485,0.01918624,0.02163251,0.02085539,0.01893345,0.0196482,0.0211432,0.01978239,0.02185161,0.02324182,0.02157988,0.02013168,0.02048251,0.02128329,0.02172936,0.01973157,0.0244589,0.02128763,0.02100044,0.02249613,0.02091612,0.02289087,0.02067379,0.02180142,0.02063375,0.02245719,0.02036662,0.02352878,0.02084239,0.02215939,0.0186707,0.02018519,0.02211957,0.0227315,0.02028518,0.018847,0.01981236,0.02134148,0.02187775,0.02310868,0.02310799,0.02075475,0.02131613,0.01812475,0.02123819,0.02157992,0.02091068,0.01959828,0.0216242,0.02157054,0.0207481,0.0195069,0.022928
0.11320994,0.02232695,0.01946012,0.02001635,0.02094028,0.01948724,0.0219823,0.023331,0.02258626,0.02223705,0.02149318,0.02116303,0.02172969,0.02287475,0.02411727,0.02432666,0.0225567,0.0204682,0.0227078,0.01934317,0.02370264,0.02114937,0.01780225,0.02292691,0.01859942,0.01908917,0.02169533,0.02078666,0.02092482,0.02164057,0.02328595,0.01881147,0.02244138,0.02097561,0.02056209,0.01979725,0.02009388,0.02266047,0.02278705,0.01952862,0.02101118,0.02082399,0.01955196,0.02036576,0.02194262,0.01914904,0.02071008,0.02035717,0.02184042,0.02330135,0.02032859,0.02268717,0.02113091,0.02109578,0.02109919,0.02178955,0.01938069,0.02233227,0.01882918,0.0209418,0.02231247,0.02181413,0.02109417,0.01906082,0.02264065,0.01956123,0.01944581,0.02114079,0.01957988,0.0212892,0.02002068,0.01892726,0.01929756,0.01627316
0.1157677,0.02140545,0.02012712,0.02061884,0.01891278,0.02036824,0.02030356,0.01988939,0.0213564,0.01960163,0.02129562,0.01874105,0.02211723,0.0221218,0.02213479,0.02212979,0.02121521,0.02098189,0.02215891,0.01976756,0.02000411,0.0244061,0.01921842,0.01927444,0.01881817,0.01912211,0.02138824,0.02024038,0.01930167,0.01979246,0.01955441,0.01999778,0.01806663,0.01796549,0.02063853,0.0200564,0.02173963,0.0201227,0.02119685,0.01884069,0.02014237,0.01955822,0.022192,0.02051179,0.02109916,0.02217937,0.0178312,0.02132333,0.02000919,0.0225477,0.02024177,0.01748254,0.02159507,0.02045108,0.02074883,0.01713446,0.02013551,0.02128662,0.02060737,0.02211334,0.01749594,0.02058565,0.01926444,0.01772414,0.0188811,0.01854864,0.01890843,0.01927446,0.02135707,0.02147128,0.0205622,0.01824352,0.0197877,0.0189692
0.11821218,0.01998054,0.01795629,0.01779646,0.01905514,0.01902515,0.01826572,0.02184266,0.02012897,0.01801978,0.02153305,0.01963701,0.01916878,0.01958633,0.02055126,0.01983572,0.02177681,0.01952856,0.02036144,0.02100916,0.02081729,0.01829359,0.01916274,0.02112573,0.02040632,0.01731361,0.01822761,0.01923999,0.01964261,0.01935896,0.01962226,0.01700544,0.0193421,0.0195574,0.01941665,0.01947276,0.02119272,0.02058802,0.01904789,0.01799601,0.01898392,0.01941845,0.01968041,0.01765414,0.0195612,0.01927519,0.02044204,0.02033582,0.01799786,0.0203996,0.01998033,0.01947846,0.01909741,0.01779014,0.01935603,0.01950364,0.02044948,0.01896364,0.01973645,0.01879467,0.01912992,0.02118272,0.01808332,0.01892157,0.0201782,0.02079524,0.01841199,0.02061538,0.01603599,0.01932161,0.02013656,0.02085886,0.0206666,0.01705308
0.12085824,0.02122234,0.01913971,0.01959077,0.02001823,0.0206133,0.02020681,0.02164503,0.02206592,0.02359356,0.02258413,0.01937792,0.0205529,0.02028786,0.01981027,0.01869475,0.01834013,0.02027826,0.0233863,0.0205877,0.02096323,0.01685281,0.01625169,0.01986569,0.02359072,0.01837972,0.01594692,0.01900104,0.02258602,0.02165203,0.01909021,0.01936116,0.01893246,0.01813223,0.01890645,0.02068878,0.02084258,0.01923507,0.02043989,0.01920984,0.01951352,0.01687233,0.01873341,0.01799984,0.01906729,0.01807148,0.01629976,0.02173907,0.01756823,0.02213272,0.01820664,0.01952435,0.02002908,0.01882821,0.01623075,0.022751,0.02007332,0.01756663,0.02019514,0.02002685,0.01857905,0.02046444,0.01810652,0.01761852,0.01740033,0.01877512,0.01915936,0.01844002,0.02058976,0.02162213,0.02092143,0.02118021,0.01906075,0.0170811
0.12347188,0.01859533,0.02149408,0.01842272,0.02016596,0.0187498,0.02104495,0.02127613,0.01908807,0.01863352,0.01967072,0.0200674,0.01998163,0.01613015,0.02188176,0.02077139,0.02206593,0.02034042,0.02111148,0.02000964,0.02091043,0.01974758,0.01970085,0.01875412,0.02041523,0.01827412,0.01894935,0.01748842,0.01938267,0.01965731,0.02008416,0.02138782,0.02052624,0.01726576,0.01818058,0.01924974,0.0187458,0.01805534,0.01974531,0.01770984,0.01873248,0.01980696,0.01968888,0.02129943,0.01997998,0.02006784,0.01907142,0.01796395,0.01930154,0.018867,0.02156891,0.01913377,0.01930467,0.02116183,0.02078047,0.01930781,0.01871374,0.02068096,0.018869,0.01737458,0.0145025,0.0200222,0.01839621,0.01915048,0.01861845,0.01953363,0.01657715,0.02079625,0.02089591,0.01944304,0.01908767,0.01670811,0.01873574,0.02059491
0.12624328,0.01350272,0.01886937,0.01851863,0.0193381,0.01765036,0.01695838,0.01779112,0.01700288,0.01904317,0.01968007,0.01818696,0.0152945,0.0154222,0.01874477,0.01726233,0.01962651,0.01872957,0.01829446,0.01880741,0.01848724,0.01734916,0.0176972,0.01542375,0.01855317,0.0176064,0.0161423,0.01699239,0.01624073,0.01524062,0.01886303,0.01761915,0.01984843,0.01814345,0.01642489,0.01440013,0.01776525,0.01620239,0.01574466,0.01599056,0.01602579,0.01565974,0.01576637,0.01758772,0.01597893,0.01907209,0.0166086,0.01641174,0.01780179,0.01722953,0.02294238,0.01641438,0.01865078,0.0184158,0.01567293,0.01614482,0.01573435,0.0155775,0.01927851,0.01740021,0.01597163,0.02161802,0.0153556,0.01696859,0.01617388,0.01702884,0.01913182,0.01927074,0.0161925,0.0195923,0.01714161,0.01676745,0.01672061,0.01754921
0.12883343,0.01814387,0.01982657,0.0204696,0.01988593,0.02172229,0.02205943,0.01920888,0.01911586,0.02107241,0.0218756,0.02036429,0.01816441,0.02058669,0.02074883,0.02019906,0.02025409,0.02074888,0.01978143,0.01891583,0.02080214,0.018468,0.0185623,0.0197804,0.0214072,0.02052538,0.01809221,0.01971827,0.01790526,0.02184753,0.01908976,0.02013707,0.02180006,0.01817314,0.02123176,0.01868086,0.01889074,0.01951543,0.01997003,0.01980528,0.01870006,0.01995134,0.02019484,0.01957484,0.02169439,0.01958922,0.01912487,0.01882145,0.01928208,0.01820058,0.01985038,0.02013255,0.01992816,0.01898485,0.01882714,0.01727344,0.01848351,0.01951178,0.01875003,0.0198606,0.01993644,0.02129061,0.01981638,0.01784742,0.02049989,0.01831953,0.01807758,0.01999817,0.02023905,0.01747229,0.01908019,0.02059449,0.01987258,0.01833715
0.13183088,0.01685857,0.016241,0.0152373,0.02154585,0.01702642,0.01915899,0.01636635,0.01912791,0.0162238,0.01911272,0.01948642,0.01645605,0.01679026,0.017896,0.01694663,0.01848425,0.0196,0.01739804,0.01884981,0.01931092,0.01807866,0.01810314,0.01781257,0.02037134,0.01576481,0.01698485,0.02015932,0.01846044,0.02104371,0.01830147,0.01690669,0.01856697,0.01695427,0.0177903,0.01657429,0.01627686,0.02055354,0.01709356,0.01687212,0.01647661,0.01636463,0.01616137,0.01693301,0.01582573,0.02034999,0.01822359,0.01777326,0.01601678,0.01812561,0.01846891,0.01785615,0.01766802,0.01819547,0.01732016,0.01696599,0.01805652,0.01647215,0.01683511,0.01827069,0.01444644,0.01964156,0.01524574,0.01801985,0.01781373,0.01688621,0.01805573,0.01792595,0.01573819,0.01589373,0.01779406,0.01504227,0.01613102,0.01726791
0.13451429,0.01909221,0.01762534,0.01599889,0.01791707,0.0188052,0.02062373,0.01913604,0.01786878,0.01847702,0.01957149,0.01853938,0.01732976,0.0181087,0.01736891,0.01875602,0.01864391,0.0194666,0.01888131,0.01784026,0.01901239,0.01884201,0.0169127,0.01727581,0.01912637,0.01554572,0.01744845,0.01766101,0.01576069,0.01959403,0.01805194,0.01547766,0.01867949,0.01468242,0.01877212,0.01897459,0.01636309,0.01782701,0.01853939,0.01797108,0.01862257,0.01659861,0.01826559,0.01840858,0.01680532,0.01754449,0.01774665,0.01678654,0.01655238,0.02035433,0.01877814,0.01852837,0.01758178,0.01400017,0.01716366,0.02088843,0.01763011,0.01949255,0.01779881,0.01661043,0.01689144,0.01737062,0.01783724,0.01895308,0.01880769,0.01919665,0.01741317,0.0172821,0.01848211,0.01917369,0.01870669,0.01656228,0.01802568,0.01544878
