q-vector,5 min,10 min,15 min,20 min,25 min,30 min,35 min,40 min,45 min,50 min,55 min,60 min,65 min,70 min,75 min,80 min,85 min,90 min,95 min,100 min,105 min,110 min,115 min,120 min,125 min,130 min,135 min,140 min,145 min,150 min,155 min,160 min,165 min,170 min,175 min,180 min,185 min,190 min,195 min,200 min,205 min,210 min,215 min,220 min,225 min,230 min,235 min,240 min,245 min,250 min,255 min,260 min,265 min,270 min,275 min,280 min,285 min,290 min,295 min,300 min,305 min,310 min,315 min,320 min,325 min,330 min,335 min,340 min,345 min,350 min,355 min,360 min,365 min
0.13760862,0.0176506,0.01758612,0.01815452,0.01906813,0.01702829,0.02005459,0.01737332,0.01815591,0.01642625,0.01745464,0.01704579,0.01647281,0.0185524,0.01880734,0.01839822,0.02012285,0.01827346,0.01856832,0.02058346,0.01751505,0.01777968,0.01725321,0.01941929,0.01897184,0.01777711,0.01856677,0.01555401,0.01707917,0.01936219,0.01796158,0.01890475,0.01895262,0.01922378,0.01770472,0.01810548,0.01798281,0.01885711,0.01852,0.01817384,0.01739689,0.01835919,0.0186118,0.01699097,0.01943107,0.01907064,0.017296,0.01818189,0.01736059,0.02091283,0.01837124,0.01905741,0.01923371,0.01665299,0.01878805,0.01856421,0.01695026,0.02062516,0.0176939,0.01729405,0.0179937,0.01872992,0.01785092,0.01777962,0.01897261,0.01642926,0.01515405,0.0169711,0.0162965,0.0188875,0.01755203,0.01872455,0.01599887,0.01616202
0.14039276,0.01635878,0.01562096,0.01767222,0.01651611,0.01605035,0.01728256,0.01799108,0.01778832,0.01831898,0.01879612,0.01720335,0.01484328,0.01673141,0.01704701,0.01885358,0.01911923,0.01684959,0.01800341,0.01692212,0.01781248,0.01812318,0.01754984,0.01796768,0.01733676,0.01744106,0.01509505,0.01735378,0.0155684,0.01754329,0.01489199,0.0166422,0.01827065,0.01560087,0.01775473,0.01783953,0.01579512,0.01701012,0.01802009,0.01743791,0.0181212,0.01486947,0.01509184,0.0169349,0.01751864,0.01716679,0.01480269,0.01656385,0.01742877,0.01629231,0.0174813,0.01832262,0.01609669,0.01590317,0.01741311,0.01904805,0.01607714,0.01792849,0.01651612,0.01775345,0.01732257,0.01996985,0.01670485,0.0190925,0.01655424,0.01685961,0.0175305,0.01504957,0.01580216,0.01683481,0.01788957,0.0162728,0.01549924,0.01456399
0.14348427,0.01677514,0.01411052,0.0161641,0.01659221,0.01495634,0.01783132,0.01729808,0.01757804,0.01716893,0.01878057,0.01775531,0.01757826,0.01750361,0.01961618,0.01778643,0.01656563,0.017913,0.0152897,0.01869165,0.01739326,0.01729545,0.01697422,0.01827162,0.01942677,0.01624974,0.01783518,0.0159461,0.01813832,0.01708016,0.01761198,0.01800038,0.01910234,0.0168611,0.01790654,0.01727878,0.01692467,0.0197498,0.01752608,0.0175027,0.01801092,0.01769555,0.01712061,0.01928759,0.01901864,0.0168642,0.01789326,0.01718758,0.01710672,0.01826688,0.01611038,0.01989704,0.0166016,0.01709662,0.01941709,0.01729403,0.01721953,0.0175877,0.01665876,0.01439874,0.01758718,0.01766675,0.01624366,0.01709208,0.01575137,0.01685942,0.01687495,0.01718563,0.01578269,0.01519555,0.01731092,0.01699947,0.01626709,0.01371173
0.14630993,0.01761942,0.01775705,0.01657288,0.01616563,0.01508631,0.01782024,0.01731231,0.01712839,0.01579148,0.01546647,0.01746205,0.01583346,0.01718322,0.01817972,0.01663945,0.01627611,0.01662746,0.01680712,0.01587077,0.0175974,0.01603796,0.01658906,0.01487986,0.01636683,0.01602493,0.01612459,0.01720598,0.01762971,0.01652167,0.01687287,0.01656281,0.01677579,0.01597247,0.01814365,0.01693675,0.01470307,0.01719396,0.01575999,0.01710261,0.0190259,0.01542753,0.01533877,0.01698133,0.0163636,0.01861935,0.01519137,0.01643648,0.0179225,0.01892512,0.01645489,0.01688239,0.01701797,0.01473857,0.0149431,0.01493702,0.01568892,0.01599173,0.01508406,0.01572721,0.0157057,0.01784117,0.01832522,0.01712759,0.01557528,0.01652281,0.01602387,0.01746157,0.0179113,0.0161827,0.01860009,0.0153391,0.01631893,0.01369238
0.14950816,0.01593284,0.01533482,0.01744934,0.01810856,0.01608456,0.016955,0.0185062,0.01852925,0.01651332,0.01725912,0.0160107,0.01584578,0.01661805,0.01710885,0.01559033,0.01621109,0.01634799,0.01760517,0.01742944,0.01697969,0.01644414,0.01399258,0.01568569,0.01548612,0.01706572,0.01717943,0.01608749,0.01509833,0.01817581,0.01743881,0.01471713,0.01780347,0.01514118,0.01721925,0.01569245,0.0159233,0.01713864,0.01620259,0.01681353,0.01611022,0.01513527,0.01684722,0.01693031,0.01785294,0.01548064,0.01625167,0.01730754,0.01661416,0.01975768,0.01691448,0.01682609,0.01472817,0.01517167,0.01711081,0.0167103,0.01637914,0.0143177,0.01586848,0.01622631,0.01511731,0.01430875,0.01691632,0.01365706,0.01570642,0.01501854,0.01613452,0.01675285,0.01497519,0.01500998,0.01691244,0.01597411,0.01397533,0.01261335
0.15254303,0.01621951,0.01679147,0.01457015,0.01677367,0.01623076,0.01877712,0.01744248,0.01840766,0.01704704,0.01781301,0.01657928,0.0173528,0.01529789,0.01668451,0.01782383,0.01884946,0.01790533,0.01614648,0.01636468,0.01823933,0.0172365,0.01733345,0.01778441,0.01715168,0.01731018,0.0157635,0.01795938,0.01652044,0.01757024,0.01586964,0.01390914,0.01873636,0.01439716,0.01721358,0.01518722,0.01505447,0.01423871,0.01722615,0.01706355,0.01785085,0.01467348,0.01881601,0.01722421,0.01576524,0.01609679,0.01464854,0.0173299,0.0161118,0.01658929,0.01639297,0.01846709,0.01525116,0.01554063,0.01468503,0.01640082,0.01493693,0.01647063,0.01725754,0.01504992,0.01658091,0.01540775,0.01493574,0.01484899,0.01865885,0.01700799,0.01551593,0.0142884,0.01377158,0.01692924,0.01609309,0.01624005,0.01507293,0.01759421
0.15567635,0.01682649,0.01567711,0.01580417,0.01721845,0.01669202,0.0165189,0.01855951,0.01495979,0.01803956,0.0157212,0.01540754,0.01724412,0.018289,0.01722571,0.01543549,0.01661913,0.0163956,0.01552435,0.0197087,0.01639254,0.01824503,0.01683652,0.01694653,0.01750374,0.01495605,0.01572044,0.01505784,0.01652663,0.01649544,0.01658095,0.01634083,0.01783213,0.01387754,0.01572146,0.01522199,0.01665658,0.01626175,0.01623974,0.01515938,0.01871192,0.01507025,0.01765214,0.01694072,0.0161425,0.01706478,0.01431153,0.01725841,0.015832,0.01819546,0.01652983,0.01526944,0.01678783,0.0166298,0.01473376,0.01792214,0.01749053,0.01602525,0.01618386,0.01646819,0.01713676,0.01681268,0.01652373,0.01463806,0.01546283,0.01596716,0.01409226,0.01777414,0.01506379,0.01715035,0.01694145,0.01758041,0.01497461,0.0139852
0.15913871,0.01798837,0.01633636,0.01561353,0.01774012,0.01645879,0.01824763,0.01630166,0.01670835,0.01655639,0.01927178,0.01805423,0.01445553,0.01739389,0.01815052,0.01648916,0.01678073,0.01942771,0.01751938,0.01775269,0.01961237,0.01780884,0.01588535,0.01545539,0.01591134,0.0172399,0.01582402,0.01649633,0.01697312,0.01644649,0.01759181,0.01619913,0.01640937,0.01585891,0.0166989,0.01582788,0.01686073,0.0171638,0.016466,0.01732639,0.01742898,0.01618344,0.0171917,0.01665808,0.01484468,0.01731502,0.01729412,0.01651903,0.01775955,0.0171332,0.01914203,0.01704079,0.01692008,0.01542724,0.01790396,0.01896081,0.01658477,0.01797841,0.01607743,0.01681477,0.01713329,0.01734765,0.01566139,0.01734225,0.01588447,0.01783503,0.01462881,0.01690752,0.01640985,0.01808198,0.01785642,0.0157685,0.01792107,0.01501461
0.16228163,0.01571174,0.0170859,0.01561664,0.01808608,0.01775773,0.01743778,0.01680637,0.0158022,0.01541236,0.01673709,0.01468228,0.01695233,0.01489185,0.01748398,0.01573097,0.01582363,0.01663107,0.01903189,0.01574866,0.01612197,0.01683288,0.01373583,0.01557402,0.01682998,0.01538384,0.01600489,0.01729362,0.01478867,0.01806988,0.01535327,0.01554098,0.01715023,0.01467352,0.01672009,0.01547897,0.01582595,0.01488605,0.01697033,0.01583122,0.01649856,0.01476912,0.01580366,0.01501881,0.01395043,0.01635875,0.01628164,0.01453964,0.01709871,0.01572892,0.01654528,0.01625677,0.01683403,0.0167545,0.0160979,0.01578029,0.01667657,0.0166025,0.01716063,0.01751564,0.01502747,0.01681477,0.01608783,0.01740537,0.01644068,0.01872369,0.01823174,0.0178591,0.01490603,0.01690262,0.01693548,0.01666651,0.01737317,0.01696218
0.16570403,0.01390451,0.0165584,0.01458463,0.01548202,0.01531279,0.0141185,0.01535837,0.01517185,0.01678482,0.01784422,0.01485323,0.01663079,0.01554363,0.01633453,0.0147348,0.01648223,0.01665118,0.015129,0.0139628,0.01617975,0.01626471,0.01585102,0.0148726,0.01623974,0.01485159,0.01441602,0.01478037,0.01483818,0.01720116,0.01537822,0.01600257,0.01519553,0.01429439,0.0164775,0.01460146,0.01491482,0.01589945,0.01586586,0.01503449,0.01692453,0.01233403,0.01510222,0.0153605,0.01494295,0.01544741,0.01411252,0.0158144,0.01673198,0.01707094,0.01523858,0.01691688,0.01455097,0.01568005,0.01529587,0.01645428,0.01598092,0.01490242,0.01551036,0.01456633,0.01401668,0.01749443,0.0166724,0.01520224,0.01549018,0.01541262,0.01312995,0.01662326,0.01397808,0.01612827,0.01571877,0.01441147,0.01476946,0.01258401
0.16913237,0.01668924,0.01851878,0.0167907,0.01736391,0.01723124,0.01729818,0.01699002,0.0192047,0.0183566,0.01845278,0.01753711,0.01657761,0.01594722,0.01866615,0.018493,0.01844659,0.01874499,0.01683391,0.01779258,0.01790803,0.0164525,0.0153989,0.01788826,0.01740925,0.01729789,0.01911131,0.01707703,0.01638575,0.01900184,0.01908395,0.01675079,0.01641909,0.0174762,0.01708084,0.01618437,0.01621301,0.01649876,0.01553501,0.01609361,0.01709474,0.01519084,0.0177289,0.01885033,0.01668225,0.01852107,0.01779218,0.01636026,0.01768374,0.01722846,0.01804409,0.01658971,0.0162514,0.01648349,0.01526251,0.01610416,0.01850756,0.01601854,0.01738958,0.01703014,0.01552743,0.01823762,0.01705786,0.01636196,0.01705578,0.01678903,0.01655316,0.01762639,0.01591388,0.01723931,0.01509584,0.01657995,0.01775474,0.01807558
0.17250436,0.016086,0.01632327,0.01647158,0.01624791,0.01640686,0.01726339,0.01625349,0.01586626,0.01594971,0.01546396,0.01502776,0.0154252,0.01697811,0.01454059,0.01573713,0.01659562,0.01389607,0.01630875,0.01578608,0.0159702,0.01577835,0.01315791,0.01638122,0.0156173,0.01456639,0.01450731,0.01620026,0.01380126,0.0155839,0.01520812,0.01625103,0.01430197,0.01424732,0.0151987,0.01551324,0.01378536,0.01465976,0.01401151,0.01598629,0.01534928,0.0145153,0.01560899,0.01436492,0.01431332,0.01788591,0.01506025,0.01560557,0.01577351,0.01595561,0.01491679,0.01788047,0.01592133,0.0141742,0.01690411,0.0152288,0.0144536,0.01769777,0.01387728,0.01574009,0.01369822,0.01463061,0.01568163,0.01397018,0.0151112,0.01451621,0.01448029,0.01533291,0.01455935,0.01272892,0.01484265,0.01239828,0.01542761,0.01362248
0.17621264,0.01685611,0.01534743,0.01409943,0.0162511,0.01468428,0.01751714,0.01590127,0.01656784,0.01811802,0.01720649,0.01576514,0.01472112,0.01790867,0.01777526,0.01395955,0.01775871,0.01661229,0.01699643,0.0154395,0.01786038,0.01485817,0.01441595,0.01604073,0.01640894,0.01578707,0.01274952,0.01620281,0.01752825,0.01798908,0.01733295,0.0168,0.01590406,0.0137381,0.01769044,0.01698858,0.01412923,0.01592837,0.01718895,0.01504548,0.01697863,0.01565137,0.01642915,0.01566561,0.01530976,0.01543547,0.0172794,0.01716399,0.01583084,0.01569626,0.01644568,0.01682978,0.01522414,0.01503902,0.01588291,0.01735008,0.01525011,0.01674556,0.01712919,0.01525273,0.01591493,0.0189304,0.0167122,0.01501643,0.01535683,0.01722413,0.01526436,0.01635285,0.01521725,0.01756847,0.01540457,0.01743159,0.0154681,0.01477208
0.17975239,0.01476358,0.01439793,0.01446422,0.01642401,0.01334957,0.01676122,0.01561822,0.01672852,0.01379411,0.01516552,0.01469887,0.01250791,0.01325246,0.01477836,0.01691743,0.01534719,0.01628771,0.01819913,0.0156107,0.01702105,0.01432338,0.01562877,0.01530518,0.01533348,0.01654882,0.015106,0.01519933,0.01573992,0.01541285,0.01437429,0.01588607,0.01553563,0.0150487,0.01542658,0.01469214,0.01543109,0.01488517,0.01481034,0.0150202,0.01603505,0.01477898,0.01709991,0.01431022,0.01506984,0.01728805,0.01579799,0.01592871,0.01427442,0.0167104,0.01525124,0.0173819,0.01412374,0.01503113,0.01404018,0.01729463,0.01523266,0.01448806,0.01511228,0.01549916,0.01324929,0.01623363,0.01471832,0.01573517,0.01555073,0.01503397,0.01470275,0.01624252,0.01410585,0.01397047,0.01508653,0.01538082,0.01574883,0.01449963
0.18330199,0.01545931,0.01489991,0.01338605,0.01506,0.0147638,0.0152146,0.01827209,0.01540272,0.01732148,0.01664288,0.01549278,0.01552462,0.01583157,0.0164706,0.01746852,0.01612363,0.01679549,0.01628244,0.01509894,0.01774319,0.01574796,0.01473967,0.01650872,0.01628005,0.01586269,0.01642271,0.01814206,0.01577308,0.017167,0.01644225,0.01516936,0.01703091,0.01609794,0.01605836,0.01658073,0.01627994,0.01533986,0.01469127,0.01560165,0.01674722,0.01316736,0.01534231,0.01527647,0.01684986,0.01677214,0.01603577,0.01626526,0.01558653,0.01618645,0.01580389,0.01646404,0.01523657,0.01592489,0.01510673,0.01454712,0.0142944,0.01507595,0.01600613,0.01471012,0.01428474,0.01527377,0.01556875,0.0156268,0.01502597,0.01590191,0.01599114,0.01496227,0.01550357,0.01525524,0.01648153,0.01651585,0.01665629,0.01596171
0.18720883,0.01578365,0.01499298,0.01638305,0.01680766,0.01570826,0.01588477,0.01625888,0.01656166,0.01608867,0.01606247,0.0157892,0.01530126,0.01531583,0.01613833,0.01644467,0.01621361,0.01488367,0.01649314,0.0165341,0.01796896,0.01626662,0.01532083,0.01616466,0.01766875,0.01517379,0.01570017,0.01500305,0.0148131,0.01669664,0.01569653,0.01374877,0.01558981,0.0157777,0.01648461,0.01484971,0.01518647,0.01658114,0.01678714,0.01631804,0.0170147,0.01579014,0.01748856,0.01459177,0.01667265,0.01689382,0.01477228,0.01654774,0.01644197,0.01571033,0.01607241,0.01706729,0.01646909,0.01402894,0.01594794,0.0158195,0.01580076,0.01599285,0.01737055,0.01505258,0.01575905,0.01661993,0.016182,0.01606587,0.01687218,0.01498227,0.01561604,0.01568536,0.01425933,0.01563874,0.01660073,0.01563504,0.01529896,0.01514592
0.19105745,0.01367828,0.01547119,0.014483,0.0169079,0.01545918,0.01506677,0.01661091,0.01527305,0.01738759,0.01742191,0.01445452,0.01430405,0.01579241,0.0166624,0.01491233,0.01659661,0.01579077,0.01653613,0.01494443,0.01503741,0.0154542,0.01343211,0.01447026,0.01614993,0.01571705,0.01531816,0.01587316,0.01570523,0.01623544,0.01365961,0.01479273,0.01613102,0.01446638,0.01735124,0.01463059,0.01572476,0.01572742,0.01503735,0.01542793,0.01499183,0.01521442,0.01640457,0.01293182,0.0154474,0.01627427,0.01408575,0.01589966,0.01547221,0.01573043,0.01656739,0.01641733,0.0159887,0.01480731,0.0151295,0.01644077,0.01484117,0.01469416,0.0161395,0.01710381,0.01621337,0.01539606,0.01565351,0.01606466,0.01611999,0.0164561,0.01591431,0.01469381,0.01291482,0.01591053,0.01429036,0.01529173,0.01561922,0.01459867
0.19479972,0.01499115,0.01402583,0.0146697,0.01755732,0.01613252,0.01709672,0.01634762,0.01346186,0.0165787,0.01512296,0.01430709,0.01483355,0.01509583,0.017143,0.01544028,0.0175676,0.01489266,0.01635311,0.01650764,0.01753085,0.01646545,0.01561851,0.01627699,0.01780391,0.01396303,0.01594554,0.01411662,0.0164674,0.01765385,0.01491552,0.01534206,0.01534836,0.01573875,0.01723707,0.0149293,0.01552306,0.0160302,0.01456125,0.01548587,0.01492514,0.01480676,0.01504868,0.01589492,0.01606674,0.01665344,0.01560484,0.01452623,0.01627754,0.01788722,0.01730584,0.01480314,0.0154929,0.01369099,0.01414255,0.01592032,0.01454026,0.01517161,0.01675716,0.01523659,0.01611651,0.01559476,0.01589082,0.01704642,0.014252,0.01599632,0.01361832,0.01518895,0.01367022,0.01542334,0.01579454,0.01468907,0.01350101,0.01388855
0.19880752,0.01526597,0.01333347,0.01407035,0.01426754,0.01512503,0.01412025,0.01437458,0.01393536,0.01591878,0.01472416,0.01338125,0.01414661,0.01579614,0.01619679,0.01494266,0.0146239,0.01459111,0.01541513,0.01644727,0.01555715,0.01539018,0.01377201,0.01364729,0.01468616,0.0149869,0.0143364,0.01472644,0.01295387,0.01487926,0.01412129,0.01577698,0.01399393,0.01372252,0.01564979,0.0135969,0.01502319,0.01344606,0.01560877,0.01468184,0.01549718,0.01263784,0.01705119,0.01593292,0.01547424,0.0153532,0.01390696,0.01686775,0.01454524,0.01513691,0.01662365,0.01506405,0.01566702,0.01248252,0.01427684,0.0151234,0.01493635,0.01534515,0.01579593,0.01453107,0.01392985,0.01639524,0.01516875,0.01405791,0.01434667,0.0160913,0.01297035,0.01397102,0.01518098,0.01454367,0.01471494,0.01593426,0.01500891,0.01233349
0.20288866,0.01566855,0.01425408,0.01433282,0.01499007,0.01397497,0.01724811,0.01542946,0.01416393,0.01565082,0.01645713,0.01487768,0.01448712,0.01389082,0.01558428,0.0153341,0.01444152,0.01469883,0.01532807,0.01533013,0.01600654,0.01503142,0.01537895,0.01564551,0.01613046,0.0145045,0.01472963,0.01573122,0.01454324,0.01633042,0.01382345,0.01537171,0.01590735,0.01571653,0.01688531,0.01487025,0.01474058,0.01545672,0.01631929,0.01527294,0.01596295,0.01458714,0.0180187,0.0154555,0.01602151,0.01618586,0.01468634,0.01504151,0.01499796,0.01556145,0.01638554,0.01679724,0.01527349,0.01493137,0.01608158,0.01559384,0.0158681,0.01700882,0.01497128,0.01531748,0.01338776,0.01555636,0.01431747,0.01414139,0.01393155,0.0143037,0.01514899,0.01540847,0.01400912,0.01402264,0.01623885,0.0137192,0.0161681,0.01239025
0.20691297,0.01526501,0.01461696,0.01327702,0.01552499,0.0144582,0.01535599,0.0169992,0.01463423,0.01399597,0.01511865,0.01400098,0.01300282,0.0148089,0.01471773,0.01633327,0.01485531,0.01565059,0.01607971,0.01547501,0.01410331,0.01498501,0.01521284,0.01437856,0.01593608,0.01395295,0.01325615,0.01491706,0.01634209,0.01569439,0.01749069,0.01525153,0.01495773,0.01305244,0.01489714,0.01420898,0.01371109,0.01483155,0.01577065,0.01350795,0.01444339,0.01392408,0.01505169,0.01439354,0.01399729,0.01586582,0.01441184,0.0135967,0.01333358,0.01387478,0.01542065,0.01609718,0.01599629,0.01387409,0.01396803,0.01535588,0.01407905,0.01510501,0.01342405,0.01450994,0.01371012,0.01660015,0.01468108,0.01538583,0.01492267,0.01530523,0.01399477,0.01554619,0.01497996,0.01412981,0.01507458,0.01454876,0.01438363,0.01063046
0.21094295,0.01386914,0.01550004,0.01553753,0.01523537,0.01524909,0.01606339,0.01522482,0.01554446,0.01573392,0.01540957,0.01590029,0.01406487,0.01637214,0.01560928,0.01544665,0.01664505,0.01471888,0.01605134,0.01449059,0.01593069,0.01589007,0.01421926,0.01539616,0.01624154,0.01292642,0.01530653,0.0142437,0.01505209,0.0174573,0.01644165,0.01561629,0.01686557,0.01496522,0.01624271,0.01398177,0.01424504,0.01522402,0.01543894,0.0145313,0.01479395,0.01392596,0.0163047,0.01505915,0.0165243,0.01592744,0.01423523,0.0157402,0.01505286,0.01748043,0.01626769,0.01463833,0.01541371,0.0148394,0.01461365,0.01508125,0.01569733,0.01627882,0.01594594,0.01450734,0.01511763,0.01551006,0.0152794,0.01408519,0.01594623,0.01691586,0.01439592,0.01470392,0.01706066,0.01598901,0.01491135,0.01432928,0.01506401,0.01313687
0.21525846,0.01451754,0.01367617,0.01437882,0.0147534,0.01289135,0.01490494,0.01413317,0.01609712,0.01514916,0.01636927,0.01402614,0.01484306,0.01540517,0.01565427,0.01511266,0.0162345,0.01441803,0.01579315,0.01500661,0.0157995,0.01337228,0.01387109,0.01425244,0.01457183,0.0149896,0.01449423,0.01571206,0.01461832,0.01508217,0.01629443,0.01398119,0.0151062,0.01474219,0.01646789,0.01491846,0.01441907,0.01552408,0.01575958,0.01591,0.01544163,0.01431444,0.01430513,0.01445399,0.01464673,0.01596886,0.01458544,0.01442104,0.01414647,0.0143996,0.01526133,0.01493951,0.01489615,0.01389142,0.01360836,0.01436075,0.01583681,0.01468302,0.01520691,0.01436209,0.01510058,0.01619517,0.01476183,0.01462256,0.01596284,0.01632526,0.01404618,0.0142136,0.01482485,0.01512762,0.01429779,0.01467147,0.01424112,0.01318439
0.21970868,0.01327367,0.01420405,0.01455379,0.01598664,0.01432341,0.01471925,0.01734909,0.01501734,0.01395948,0.01535307,0.01346968,0.01405709,0.01525265,0.01325713,0.01312714,0.01559939,0.01537805,0.0149319,0.01639587,0.01600945,0.01595346,0.01537833,0.01504213,0.01559964,0.01510326,0.01475882,0.01380205,0.0148063,0.01605676,0.01514343,0.01557061,0.01403719,0.0142518,0.01532419,0.01430314,0.01455275,0.01367827,0.01476952,0.01495288,0.01430315,0.01355935,0.01606548,0.01376102,0.01388582,0.0148411,0.01546821,0.01464729,0.01608896,0.01564288,0.01425906,0.01463657,0.01500851,0.01303514,0.01423345,0.01663973,0.0142952,0.01476638,0.01540066,0.01490207,0.0137116,0.01497107,0.01464876,0.01373539,0.01456381,0.01525515,0.01405968,0.01535649,0.01541676,0.01537094,0.01507887,0.01444433,0.01429352,0.01355842
0.22411345,0.01459974,0.01362481,0.01423583,0.01428144,0.01476655,0.01519664,0.01445482,0.01543457,0.01394047,0.01569763,0.01442274,0.01403066,0.01409059,0.01489316,0.01436329,0.01481514,0.01558488,0.01578867,0.01482801,0.01603475,0.01701922,0.01404632,0.01566548,0.01526916,0.01358624,0.01456683,0.01466656,0.01414172,0.01516583,0.01443592,0.01422704,0.01535902,0.01381212,0.01592222,0.01537848,0.01449086,0.01429206,0.01369317,0.01445379,0.01444814,0.01377583,0.01411664,0.01469374,0.01524649,0.01446849,0.01476667,0.01523713,0.01309148,0.01544782,0.01370137,0.01528587,0.01525129,0.01400947,0.01467823,0.01496821,0.01558268,0.0145867,0.01539183,0.01469205,0.01407774,0.01507787,0.01450602,0.01476465,0.01445332,0.01524014,0.01335189,0.01373451,0.01240115,0.01492485,0.01333576,0.01378849,0.01404558,0.01140398
0.22851403,0.01471795,0.01284784,0.01380806,0.01481709,0.01354993,0.01481259,0.0156133,0.015673,0.01450398,0.01518769,0.01225219,0.01350279,0.01348601,0.01497131,0.01533099,0.01480645,0.015245,0.014868,0.01358747,0.01517006,0.01402161,0.01584058,0.01521324,0.01598734,0.0147909,0.01486691,0.01437544,0.01504026,0.01544836,0.01620641,0.01509491,0.01453056,0.01412111,0.01571577,0.01325382,0.01435379,0.01539823,0.01440846,0.01179044,0.01517144,0.01423261,0.01448248,0.01502463,0.01434536,0.01532865,0.01391548,0.01601062,0.0141088,0.01553186,0.0154713,0.01588325,0.01519849,0.01514605,0.01312645,0.01524211,0.01554022,0.01449894,0.01535322,0.01422654,0.0136126,0.01674939,0.01511477,0.01455291,0.01676827,0.01435182,0.01371373,0.0142243,0.01416883,0.01527466,0.01461878,0.01477787,0.01506975,0.01419348
0.23300131,0.01370853,0.01384664,0.01444513,0.01424769,0.01415542,0.01487853,0.01480066,0.01557543,0.01478311,0.01520978,0.01381722,0.01286974,0.01363998,0.01401589,0.01309555,0.01478257,0.01457381,0.01550523,0.01423535,0.01417655,0.01484153,0.01310395,0.01440641,0.01545505,0.01354221,0.01302715,0.01417883,0.01445194,0.01588871,0.01546308,0.01312782,0.0146002,0.01308978,0.01577706,0.01364677,0.01311129,0.01291224,0.01452267,0.01440326,0.01584014,0.01343726,0.01478388,0.01395544,0.015071,0.01478824,0.01521249,0.01411102,0.01402108,0.01499084,0.01462304,0.01332657,0.01418134,0.01369943,0.01380953,0.01447426,0.01304333,0.01448743,0.01524522,0.01297425,0.0146706,0.01462526,0.01487915,0.01376498,0.01488738,0.01424634,0.01466555,0.01265704,0.01475239,0.01441495,0.01436359,0.01445921,0.01317989,0.01425404
0.2377055,0.01457402,0.01354801,0.01374622,0.01466309,0.01450633,0.01364729,0.01536069,0.01430988,0.01408855,0.0150886,0.0137751,0.01406129,0.01471687,0.01515327,0.01433362,0.0136426,0.0152088,0.01381572,0.01543646,0.01528347,0.01307126,0.01403388,0.0141995,0.01386421,0.01349791,0.01483007,0.01361429,0.01398335,0.01502946,0.01657864,0.01377615,0.01416259,0.01435382,0.01600306,0.01383332,0.01352316,0.01532758,0.01320207,0.01511171,0.01453256,0.01313093,0.01521331,0.01430616,0.01397049,0.01428238,0.01358397,0.0147862,0.01470122,0.01453943,0.01441863,0.01521532,0.01375974,0.01444237,0.01420195,0.01478251,0.01381023,0.01422328,0.01419562,0.01454656,0.01501405,0.0155502,0.01463717,0.01211906,0.01390516,0.01480539,0.01416618,0.01402659,0.01420721,0.01554037,0.01367944,0.01408317,0.01400353,0.0139657
0.24251952,0.01310997,0.01299572,0.01500284,0.01395361,0.01203731,0.0137072,0.01562005,0.01334141,0.01391533,0.01441425,0.01386919,0.01437563,0.01386898,0.01443459,0.0143148,0.01417789,0.0132661,0.01462894,0.01599993,0.01563387,0.01405645,0.01328635,0.01510178,0.01494656,0.01340452,0.01471858,0.01443782,0.01325401,0.01574308,0.01378916,0.01388095,0.01399496,0.01306721,0.01308397,0.01310898,0.01436035,0.01382442,0.01384375,0.01474076,0.01350836,0.01364074,0.0129682,0.0137534,0.01354229,0.01441686,0.01394399,0.01377705,0.01418839,0.01526467,0.01493731,0.01495526,0.01468958,0.01339354,0.01334931,0.01449021,0.01391971,0.01444046,0.01409508,0.01332569,0.01408192,0.01452816,0.01420594,0.01379142,0.01423702,0.01402944,0.01450709,0.01392283,0.01323263,0.01437482,0.01359202,0.01321254,0.01395817,0.01341205
0.24739505,0.01408442,0.01380585,0.01426619,0.01376408,0.01474266,0.01458293,0.01608357,0.01411928,0.01520367,0.01604911,0.01425521,0.01377521,0.01416596,0.01523264,0.01468259,0.01592545,0.01386131,0.01531218,0.01503415,0.01514508,0.01363904,0.01262866,0.01448167,0.01539966,0.0149358,0.01445043,0.01395646,0.01475102,0.01546957,0.0145783,0.01383929,0.01415838,0.01440578,0.01476559,0.01390999,0.01458862,0.01368356,0.01519969,0.01395226,0.01422247,0.01382116,0.01496418,0.01470452,0.01478058,0.01583225,0.01507576,0.01502734,0.0149262,0.01477736,0.0155983,0.01398247,0.01395113,0.01375544,0.01229994,0.01564409,0.01425817,0.01375448,0.01493233,0.014992,0.01377551,0.01453415,0.01435777,0.01449825,0.01447437,0.01537069,0.0140134,0.01426913,0.01375566,0.01532226,0.01513976,0.0137778,0.01417672,0.01380217
