q-vector,5 min,10 min,15 min,20 min,25 min,30 min,35 min,40 min,45 min,50 min,55 min,60 min,65 min,70 min,75 min,80 min,85 min,90 min,95 min,100 min,105 min,110 min,115 min,120 min,125 min,130 min,135 min,140 min,145 min,150 min,155 min,160 min,165 min,170 min,175 min,180 min,185 min,190 min,195 min,200 min,205 min,210 min,215 min,220 min,225 min,230 min,235 min,240 min,245 min,250 min,255 min,260 min,265 min,270 min,275 min,280 min,285 min,290 min,295 min,300 min,305 min,310 min,315 min,320 min,325 min,330 min,335 min,340 min,345 min,350 min,355 min,360 min,365 min
0.01214336,0.02137817,0.02140566,0.02188551,0.02182409,0.02180072,0.02226146,0.02197518,0.02199924,0.02213899,0.02230479,0.02242092,0.02246226,0.02237444,0.02262045,0.02289341,0.02316286,0.02372605,0.02376925,0.02385953,0.02432807,0.02438401,0.02465386,0.02546698,0.02574648,0.02597267,0.02647382,0.02609245,0.02575713,0.02536446,0.0247709,0.02384875,0.02327051,0.02295051,0.02263525,0.02268411,0.02188128,0.02185779,0.02134127,0.02107778,0.02113166,0.0203978,0.02083582,0.02093432,0.02045896,0.02072631,0.02040988,0.02011511,0.02015197,0.02058319,0.02023832,0.02040543,0.01963647,0.01976793,0.01983143,0.02020891,0.01991348,0.02000248,0.02010831,0.01967792,0.01987255,0.01978548,0.01933478,0.01949697,0.01963496,0.01984261,0.01962193,0.01951309,0.01968225,0.0196621,0.01949091,0.01963675,0.01973956,0.02701733
0.01261425,0.01930242,0.01969274,0.01957237,0.01980037,0.01952397,0.01959874,0.01998302,0.01998344,0.02011082,0.02031091,0.02007663,0.02002836,0.02040279,0.02059552,0.02076809,0.02090379,0.02110135,0.02126933,0.02161888,0.02208477,0.02223115,0.02237603,0.02281812,0.02346582,0.02368968,0.0237437,0.02328118,0.0230236,0.02295399,0.02251346,0.02178297,0.02144137,0.02091249,0.02096654,0.02022689,0.02027686,0.01994331,0.01995272,0.0198433,0.01957642,0.0191899,0.01923396,0.01911455,0.01888167,0.01874421,0.01906967,0.01894497,0.01880085,0.01866233,0.01893767,0.01883169,0.01850492,0.01811592,0.01840404,0.01845344,0.01846701,0.01807473,0.0183931,0.01820346,0.01810217,0.01802494,0.01811391,0.01836744,0.01838601,0.01831789,0.01824595,0.01836566,0.01785836,0.01838691,0.01829225,0.01807226,0.0182709,0.02463942
0.01312851,0.01802927,0.01817207,0.01821871,0.01861653,0.0181534,0.01859866,0.01883307,0.01852286,0.01868606,0.01887743,0.01877175,0.01902702,0.01899729,0.01889021,0.01929565,0.01975903,0.01974616,0.01982472,0.02001744,0.02025969,0.02055863,0.02047682,0.02140278,0.02126609,0.0217281,0.02181618,0.02194287,0.02152329,0.02144053,0.0209483,0.02050154,0.02060513,0.01967254,0.01963231,0.01917774,0.01878915,0.0187941,0.01896354,0.01852644,0.01852446,0.01835696,0.01837097,0.01779052,0.0180595,0.01816157,0.01810188,0.01817648,0.01772065,0.0177223,0.01793142,0.01756282,0.01760177,0.01748981,0.01763086,0.01761375,0.01704803,0.01780249,0.01759118,0.01743783,0.01726283,0.01758691,0.01726631,0.01731112,0.01717529,0.01730011,0.01711501,0.01743097,0.01697425,0.01726998,0.01738395,0.01760929,0.01748123,0.02374262
0.01363621,0.01788155,0.01784146,0.01794594,0.01838422,0.01814692,0.0183316,0.01851765,0.01827613,0.01835479,0.01872973,0.01854716,0.01881933,0.01855528,0.01872009,0.01890821,0.01926788,0.01926906,0.01992856,0.02011872,0.01979388,0.01990438,0.02015918,0.02089392,0.02149172,0.0212645,0.02144647,0.0216262,0.02117229,0.02118003,0.0210739,0.0200931,0.02014777,0.01959563,0.01981913,0.01882479,0.01905916,0.01909659,0.01863958,0.01862402,0.01854911,0.01867925,0.01849035,0.0184169,0.01796644,0.01837999,0.01808819,0.01785729,0.01774504,0.01787625,0.01801407,0.01729784,0.01757959,0.01763621,0.01764409,0.01745838,0.01745106,0.01754037,0.01755222,0.01715933,0.01737191,0.01776476,0.01727537,0.01750463,0.01782246,0.017643,0.01708354,0.01740836,0.0172786,0.01742875,0.01734675,0.01724248,0.01742506,0.024173
0.01414555,0.01720442,0.01726943,0.01731089,0.01723106,0.01765467,0.01747487,0.01777896,0.01767619,0.01773022,0.01790532,0.01775291,0.01788238,0.01823221,0.01811548,0.0179253,0.01848468,0.01864367,0.01869415,0.01928114,0.01916534,0.01959158,0.01960437,0.02005274,0.02037847,0.02030119,0.02070755,0.02075475,0.02049176,0.02053683,0.02005251,0.01963383,0.01957786,0.01900045,0.01906539,0.01877042,0.01836622,0.01865714,0.01840002,0.01857912,0.01812554,0.01811721,0.01797458,0.01805513,0.01777386,0.01802354,0.01759741,0.01766838,0.01758744,0.01763268,0.01753699,0.01746021,0.01749452,0.01750595,0.01730033,0.0175901,0.0173658,0.01767866,0.01737101,0.01713547,0.01702501,0.01748351,0.01741295,0.01702581,0.0171173,0.01718816,0.01702327,0.01684402,0.01704551,0.01691401,0.01697478,0.01714115,0.01684657,0.02398982
0.01464353,0.01700196,0.01683887,0.01690157,0.01686779,0.0169479,0.01733249,0.01710263,0.01719133,0.0173712,0.01728073,0.01750224,0.01731951,0.01758116,0.01797969,0.01762215,0.01788121,0.01814219,0.01830001,0.01857669,0.0187265,0.0189731,0.01893943,0.0192633,0.01975799,0.02020277,0.01997395,0.02020441,0.02005648,0.0200863,0.01984937,0.01936037,0.01924772,0.01869597,0.0188673,0.01855328,0.01859075,0.01822667,0.01819005,0.01813393,0.01796039,0.01750517,0.01799922,0.01786503,0.01804184,0.01760457,0.01767554,0.01743543,0.01770152,0.01784813,0.01731992,0.01735206,0.01717425,0.01715864,0.01704197,0.01756369,0.01712423,0.01704066,0.01699214,0.01700418,0.01679659,0.01739633,0.0171296,0.01697043,0.01710213,0.01711419,0.01685177,0.01678008,0.01693899,0.01695791,0.01682269,0.01706945,0.01689841,0.02310435
0.01515718,0.01518924,0.01524657,0.01506665,0.01540357,0.01551076,0.01552338,0.01565665,0.01561548,0.01574367,0.01579869,0.01577091,0.01601652,0.01628823,0.01606809,0.01630385,0.01627474,0.01658471,0.01680823,0.01687567,0.01727031,0.01711142,0.01725103,0.01758443,0.01803745,0.01795849,0.01808853,0.01826069,0.01815403,0.01812372,0.01820648,0.0179028,0.01767124,0.01751271,0.01736551,0.01720404,0.01705101,0.01684099,0.01676062,0.01711214,0.016516,0.01658902,0.01672408,0.01629801,0.01669183,0.01629925,0.01632793,0.01641675,0.01589913,0.0162568,0.01631323,0.0161489,0.01595787,0.01606064,0.01601682,0.01590346,0.01589873,0.01594203,0.01575608,0.01573665,0.01558381,0.0161109,0.01567938,0.01564679,0.01567398,0.01563947,0.01555671,0.0154755,0.0156273,0.01569217,0.01579044,0.01554293,0.01579732,0.02161916
0.0156715,0.01427529,0.01406993,0.01426027,0.0143058,0.01426296,0.01454776,0.01480141,0.01461877,0.01473159,0.01471398,0.01469572,0.01472788,0.01483195,0.01497509,0.01518908,0.01528763,0.01509631,0.0154654,0.01536405,0.01568095,0.01557994,0.01600865,0.01653534,0.01669253,0.01666463,0.0167427,0.01697896,0.01709323,0.01679839,0.01683741,0.01655726,0.01643344,0.01618961,0.01637209,0.01603043,0.01595624,0.01580981,0.0159631,0.01568717,0.01578087,0.01565722,0.01558525,0.01558697,0.01560635,0.01555649,0.01533256,0.01534391,0.01550531,0.01535869,0.01524256,0.01531987,0.01520581,0.01520882,0.01510564,0.01512787,0.01526321,0.01513983,0.01491666,0.01514901,0.01502269,0.01503892,0.0150487,0.01501148,0.01488855,0.01490472,0.0148482,0.01484121,0.01493296,0.01485558,0.01500144,0.01484473,0.01484394,0.02071225
0.01620231,0.01447896,0.01458719,0.01459776,0.01456717,0.01490315,0.01470999,0.01489687,0.01490629,0.01512793,0.01524286,0.01490833,0.01502848,0.0152613,0.01528954,0.01567711,0.01566934,0.01566005,0.0159196,0.01592488,0.01604042,0.01645668,0.01618194,0.01647851,0.01704899,0.01722135,0.01722299,0.01716844,0.01731132,0.01750593,0.01738276,0.01696741,0.01725443,0.01671659,0.01672898,0.016746,0.01663788,0.01649856,0.01651246,0.01675185,0.01657511,0.01609257,0.01614039,0.01605627,0.01624814,0.01633058,0.01589473,0.01624769,0.01568092,0.01582018,0.01588572,0.01596664,0.01582049,0.01590824,0.01582229,0.01611599,0.01563902,0.01577127,0.01570379,0.01560844,0.01572885,0.01604932,0.01592023,0.01539136,0.01563147,0.01585177,0.01565005,0.01558222,0.01546186,0.01547333,0.01557955,0.0152653,0.01558961,0.02159293
0.01677153,0.01282075,0.01277089,0.01283218,0.01311389,0.01316171,0.01315812,0.01318143,0.01329352,0.01326525,0.01331691,0.01327775,0.01340059,0.0136272,0.01383334,0.0137995,0.013907,0.01376434,0.01383335,0.01400408,0.01425465,0.01418784,0.01447667,0.01465493,0.01497121,0.01499543,0.01524443,0.01534802,0.01557517,0.01544403,0.01535986,0.01523703,0.01506656,0.01485947,0.015091,0.01485855,0.01494629,0.01470455,0.01478255,0.01470675,0.01479144,0.01456208,0.01461256,0.01467335,0.01479586,0.01453242,0.01449082,0.01456433,0.01438583,0.01443102,0.01430381,0.01432612,0.01432058,0.01414234,0.0142392,0.01432369,0.01394939,0.01418278,0.01428626,0.01404576,0.01432244,0.01413012,0.0140966,0.01402954,0.01412392,0.01401035,0.01398877,0.01393287,0.01410935,0.01400064,0.01387378,0.01398108,0.01405946,0.01925359
0.01732732,0.01252488,0.01240358,0.01254428,0.01275871,0.01273158,0.01265061,0.01282332,0.01281504,0.01301995,0.01297465,0.01282666,0.01295248,0.01315716,0.01310945,0.01319857,0.01313528,0.01312104,0.01343755,0.01354037,0.01384007,0.01397182,0.01390306,0.01412265,0.01426103,0.0142363,0.01468979,0.01479491,0.01490051,0.01479045,0.01491763,0.01453367,0.01478331,0.01461665,0.01466869,0.01473365,0.01444242,0.01453024,0.01458849,0.0144407,0.01466494,0.01442238,0.0143615,0.0142254,0.01437024,0.01424976,0.01408009,0.01431839,0.01426297,0.01421674,0.0141357,0.01426637,0.01392301,0.01408293,0.01395561,0.01416781,0.01392536,0.01399854,0.01407643,0.01395364,0.01374077,0.01398345,0.01401495,0.01388834,0.01385206,0.01397171,0.0137003,0.01361375,0.01364725,0.01373458,0.01376876,0.0138605,0.01374187,0.01905683
0.01787288,0.01279212,0.01269935,0.01288965,0.01303406,0.01296631,0.01308928,0.013258,0.01303988,0.0132978,0.01333853,0.01292898,0.01323482,0.01335653,0.01342109,0.01347758,0.01364485,0.01336663,0.01393547,0.01363049,0.01421192,0.01417387,0.01425509,0.01439152,0.0147172,0.01480719,0.01469754,0.01497185,0.01509392,0.01538145,0.01503676,0.01487932,0.01507007,0.01489485,0.01502169,0.01486396,0.0150738,0.01490133,0.01485082,0.01474976,0.01479966,0.01454458,0.01483194,0.01473483,0.01457687,0.01457422,0.01476209,0.01476486,0.01453327,0.01474374,0.01464354,0.01437981,0.0143824,0.01427335,0.01430657,0.01443471,0.01433408,0.01427645,0.01435469,0.01435896,0.01406654,0.01428165,0.01445774,0.01437259,0.01435792,0.01431169,0.01413531,0.01409806,0.01418981,0.01415484,0.01426078,0.0141909,0.01415886,0.01947329
0.01841555,0.01220131,0.01209123,0.01221293,0.01237241,0.01233806,0.01258909,0.01250364,0.01236754,0.01231967,0.01252113,0.01259942,0.01244815,0.01256667,0.01283755,0.01270227,0.01299445,0.01293187,0.01317844,0.01324934,0.01333826,0.01367837,0.01327096,0.01359456,0.01370069,0.01351716,0.01394131,0.01424584,0.01399219,0.01427124,0.01440858,0.0143387,0.0144177,0.01411566,0.01440668,0.01420825,0.01405043,0.01399145,0.01425854,0.01411627,0.01425783,0.01403723,0.01424085,0.01420968,0.01416008,0.01398891,0.01381282,0.01409652,0.01382928,0.01409015,0.01395983,0.01389448,0.01389693,0.01374398,0.01363924,0.01399078,0.01383343,0.01376758,0.01377394,0.01381582,0.01378254,0.01356411,0.0138102,0.01374391,0.01365496,0.01348542,0.01366175,0.01378073,0.01366962,0.01356747,0.0138189,0.01352376,0.01350513,0.01879437
0.01894984,0.01157222,0.01164328,0.01171967,0.01173854,0.01162511,0.01194986,0.01179938,0.01173783,0.01198118,0.0119006,0.01190898,0.01187639,0.01210552,0.01216615,0.01215712,0.01214875,0.01237434,0.01233567,0.0123206,0.01252205,0.01273537,0.01260177,0.01302191,0.01312285,0.01316497,0.01331902,0.01326575,0.01347371,0.01342956,0.01355288,0.01370648,0.01355208,0.01341268,0.01329358,0.01356043,0.01350224,0.01340679,0.01352444,0.01349086,0.01368212,0.01347721,0.01348066,0.01338728,0.01344002,0.01342878,0.0134211,0.01327125,0.01329055,0.01335783,0.0132873,0.01328684,0.01318631,0.01314729,0.01327451,0.01315541,0.01322853,0.0132499,0.01328,0.01301254,0.01316428,0.0133705,0.01306014,0.01330593,0.01303861,0.01320939,0.01308834,0.01303697,0.01322914,0.012966,0.0130513,0.01291303,0.01279156,0.01767405
0.01948996,0.0107095,0.01068372,0.01074137,0.01068972,0.01077861,0.01097205,0.01086955,0.01078396,0.01097967,0.01103373,0.01108141,0.01097313,0.01106942,0.01126557,0.01124773,0.0113551,0.01134841,0.0114238,0.01152765,0.01145712,0.01168424,0.01151085,0.01190048,0.0120934,0.01198768,0.01209549,0.01238205,0.01241833,0.01255037,0.01252506,0.0125276,0.01243998,0.01238569,0.0125154,0.01240827,0.01233401,0.01234186,0.01229497,0.01253509,0.01243982,0.01226591,0.0125056,0.01234044,0.01244092,0.01252521,0.01232753,0.01233454,0.01230561,0.01248785,0.0122968,0.01230353,0.0122542,0.01233776,0.01210625,0.01245623,0.01228618,0.01225166,0.01238269,0.01228782,0.01224832,0.0124108,0.01214644,0.01209384,0.01218545,0.01201178,0.01201487,0.01217192,0.01208766,0.01203554,0.01222464,0.01214147,0.01209368,0.01686628
0.02007657,0.01062655,0.0106964,0.0106157,0.01083318,0.01075305,0.0107876,0.01093498,0.0110545,0.01070821,0.0109099,0.01088099,0.01097695,0.01112379,0.01130134,0.01124969,0.01126948,0.01124233,0.01147721,0.01153656,0.01173203,0.01162093,0.01159824,0.01181987,0.01198619,0.01192623,0.01198789,0.0121597,0.01222295,0.01249202,0.01249788,0.0124833,0.01237189,0.01230922,0.01239797,0.01229961,0.01225113,0.01243325,0.01250797,0.01221837,0.01242047,0.01230161,0.01253948,0.01231413,0.01242778,0.01237037,0.0124253,0.01243035,0.01235298,0.01244481,0.01250627,0.01248649,0.01245477,0.01243659,0.01230282,0.01241127,0.01239614,0.01221037,0.01230582,0.01218303,0.01238152,0.01240823,0.01224627,0.01214422,0.01234566,0.01206625,0.01226881,0.01214421,0.0122098,0.01224055,0.01210249,0.0122033,0.01204354,0.01672288
0.02068736,0.01045324,0.01033991,0.01055009,0.01077869,0.01051645,0.01066275,0.01082761,0.01064028,0.01084268,0.01069088,0.01074051,0.010806,0.01066223,0.0108463,0.01092913,0.01098189,0.01116726,0.01130265,0.01115765,0.01138286,0.01160105,0.0114029,0.01150089,0.01175946,0.0117313,0.01191105,0.01196081,0.01204228,0.01216672,0.01214766,0.01206362,0.01221603,0.01199127,0.01225116,0.01191625,0.01218877,0.01219054,0.01219963,0.01208501,0.0120154,0.01197663,0.0121918,0.01211202,0.01224558,0.01216028,0.01225205,0.01224963,0.01210956,0.01206192,0.01201838,0.01211137,0.01193572,0.01203128,0.01213152,0.01206607,0.01207484,0.01203588,0.01217629,0.01193558,0.01185046,0.01230899,0.01202558,0.0120233,0.01208577,0.01214367,0.01204089,0.01193432,0.01189405,0.01195892,0.01200682,0.01194421,0.01208033,0.0163439
0.0213036,0.01007092,0.01013081,0.01021233,0.0101987,0.01044986,0.01018212,0.01031646,0.01028716,0.01038833,0.01054397,0.01039153,0.01048959,0.01047077,0.01050452,0.0105893,0.01054461,0.01059855,0.01062929,0.01092917,0.01082893,0.01110462,0.01081418,0.01112384,0.0113631,0.01118369,0.01125293,0.01158526,0.01139657,0.01162853,0.01161976,0.01157565,0.01156778,0.01148992,0.01172316,0.0114854,0.01147855,0.01148268,0.01159287,0.01146581,0.01163294,0.01149127,0.01189406,0.01141753,0.01156149,0.01183152,0.01159179,0.01148803,0.01161342,0.01171364,0.01164605,0.01163113,0.0115335,0.01149458,0.01152035,0.01152014,0.01158414,0.01144551,0.01149952,0.01154675,0.01132238,0.01156473,0.0115979,0.01147007,0.0114502,0.01155736,0.01155182,0.01152865,0.01135642,0.01172116,0.01151736,0.01151515,0.01148962,0.01588403
0.0218995,0.0095311,0.00964524,0.0095605,0.00959044,0.0097398,0.00982049,0.00966674,0.00983604,0.00971526,0.009882,0.01000005,0.00974501,0.00996634,0.00999638,0.00998541,0.01004121,0.01005515,0.01016262,0.01016298,0.01043964,0.01030649,0.01041345,0.01047723,0.01070019,0.01054178,0.0106556,0.01059067,0.01088008,0.01086589,0.01097305,0.0107977,0.0109695,0.01096028,0.0108613,0.01102908,0.01096537,0.01086568,0.01102615,0.01107051,0.01104195,0.01096382,0.01099764,0.01093668,0.01098128,0.01096888,0.0109942,0.01090552,0.01089435,0.01112969,0.01084731,0.01080593,0.01083217,0.01082011,0.01090197,0.01093599,0.01086649,0.01099169,0.01105844,0.01077098,0.01087572,0.01108983,0.01098837,0.01091985,0.01100169,0.01102865,0.01082663,0.01074765,0.01095581,0.01085051,0.01101578,0.01101945,0.0110323,0.0150876
0.02250474,0.00878288,0.00883261,0.00887108,0.00901446,0.00891727,0.00907895,0.00915056,0.00896989,0.0089915,0.00915907,0.00911396,0.00918315,0.00912929,0.00931647,0.00928741,0.0092768,0.00930261,0.00933118,0.00937414,0.00952795,0.0095532,0.00951822,0.00963126,0.00972589,0.00983135,0.0097204,0.00992288,0.00990773,0.01002656,0.01004239,0.01001201,0.01010793,0.00998759,0.01019144,0.00998692,0.00987274,0.01007178,0.01009329,0.01010106,0.01010039,0.00996396,0.01015813,0.01004828,0.0100641,0.0100468,0.01015143,0.01008488,0.01001065,0.01011341,0.01004078,0.01019523,0.0100197,0.0101037,0.01013224,0.01005458,0.00998752,0.01009975,0.01013804,0.00991896,0.0100736,0.01029061,0.01011613,0.00988819,0.01001259,0.01015367,0.01017368,0.00993543,0.01001898,0.01009832,0.0100316,0.01016463,0.01011114,0.01368205
0.02314241,0.00853384,0.00864917,0.0085106,0.00872473,0.00871353,0.00870554,0.00901508,0.00888107,0.00894451,0.00903034,0.00888734,0.00882725,0.00893562,0.00895219,0.00905789,0.00913806,0.00904954,0.00911893,0.00914816,0.00935866,0.00931573,0.00937093,0.00940441,0.00931539,0.00950845,0.00947953,0.00956086,0.00973973,0.00975076,0.0096124,0.0097713,0.00974106,0.00981067,0.0098369,0.00956424,0.00976659,0.00963342,0.00975124,0.00974371,0.00987644,0.00962458,0.00988148,0.00990722,0.00987828,0.00978522,0.00974156,0.00980384,0.00990831,0.00989546,0.00974319,0.00980823,0.00977817,0.0098697,0.00980668,0.00979248,0.00981937,0.0097692,0.00982315,0.00983078,0.00994728,0.00997832,0.00969108,0.00982759,0.00990406,0.00995329,0.00977528,0.00986216,0.0096985,0.00986643,0.00985799,0.00985488,0.00989332,0.01348144
0.02375742,0.00867791,0.00859648,0.00870467,0.00870819,0.00874493,0.00879466,0.00889988,0.00880279,0.0087998,0.00896846,0.00894167,0.0088497,0.00904328,0.00901839,0.0091376,0.009105,0.00899875,0.00926752,0.00914874,0.00922689,0.00935214,0.00916889,0.00946792,0.00948236,0.0093421,0.00955423,0.00952464,0.00960764,0.00956383,0.00962293,0.00971134,0.00962136,0.00966899,0.0096915,0.00957158,0.00952579,0.00979934,0.00979651,0.00967703,0.00974316,0.00968566,0.00979363,0.009642,0.00978362,0.00984373,0.00973368,0.00973159,0.00980476,0.00982698,0.00978605,0.00979342,0.0098525,0.00967151,0.00960904,0.00975446,0.00978263,0.00978208,0.00992077,0.00963338,0.00974641,0.00985339,0.00975517,0.00982989,0.00981378,0.00975588,0.00965439,0.0097294,0.00976196,0.00981604,0.00977252,0.00984284,0.00977831,0.01318671
0.02435559,0.00851815,0.00843273,0.00853663,0.00848632,0.00844236,0.00852476,0.00858559,0.00869188,0.00859016,0.00853024,0.00860897,0.00860501,0.00870083,0.0089352,0.00881373,0.0087564,0.00894571,0.00884914,0.00885206,0.0090019,0.00900552,0.00898373,0.00913836,0.00921547,0.00909087,0.00912516,0.00913041,0.00933947,0.00930962,0.0092822,0.00925496,0.0093546,0.00919899,0.0092866,0.00930636,0.00913487,0.00935328,0.00951989,0.0094592,0.00944051,0.00923861,0.00951182,0.00932808,0.0093915,0.00940279,0.00933197,0.00927739,0.00939702,0.00946295,0.00929135,0.00944046,0.00932575,0.00929545,0.00943782,0.00942368,0.00939091,0.00941478,0.00938092,0.00939506,0.00939199,0.00949014,0.00943854,0.00952293,0.009417,0.00946477,0.00932896,0.00941033,0.00942318,0.00950063,0.00952931,0.00951128,0.0094657,0.01306146
0.02498771,0.00749946,0.00767082,0.0074894,0.00756593,0.00766471,0.00758988,0.00779368,0.00772331,0.00780912,0.00781878,0.00783825,0.00772052,0.00769174,0.00792138,0.00789586,0.00793841,0.0078746,0.00796183,0.0080172,0.00796399,0.00802307,0.00801445,0.00817881,0.00819111,0.00820403,0.00823784,0.00819174,0.0083092,0.00829486,0.00831985,0.00836434,0.00831166,0.00827581,0.00825595,0.00819964,0.00830156,0.00831321,0.00834046,0.00837006,0.00829389,0.00834566,0.00838122,0.00822354,0.00835064,0.00837831,0.00838484,0.00836786,0.0082897,0.00838806,0.00846644,0.0084274,0.00841616,0.00828273,0.00820827,0.00844877,0.00839915,0.00852332,0.00849071,0.00836296,0.00830094,0.00834476,0.00844318,0.00846194,0.00837286,0.00851998,0.00831189,0.00841201,0.00833364,0.00851146,0.00847873,0.0084864,0.00848979,0.01172089
0.0256409,0.00751046,0.00736133,0.00738507,0.00748267,0.00746815,0.00755507,0.00767478,0.00754519,0.00770676,0.00776125,0.00751335,0.0076449,0.00758628,0.0076863,0.00773679,0.00762164,0.00775606,0.00763415,0.00781432,0.00786917,0.00788535,0.00793287,0.00792693,0.00801062,0.00811746,0.0079422,0.00804439,0.0081041,0.00798055,0.00822392,0.00809738,0.00819119,0.00808417,0.0081679,0.00811754,0.00805677,0.00807043,0.00816373,0.00812311,0.00809205,0.00799959,0.00810838,0.00814669,0.00814054,0.00818512,0.00816718,0.00814041,0.00821409,0.00805635,0.00813216,0.0080969,0.00804561,0.00805039,0.00809212,0.00814662,0.00818817,0.00823426,0.0082677,0.00820224,0.00822206,0.00825329,0.00827153,0.00820591,0.00822503,0.00821159,0.00823316,0.00831828,0.0082137,0.00834254,0.0083537,0.00832614,0.00830159,0.01136191
0.02627318,0.00756538,0.00754529,0.00750434,0.00755623,0.00762659,0.00778168,0.00776776,0.00763591,0.00776183,0.00775657,0.00770869,0.00768173,0.00774275,0.00783699,0.00782842,0.00783073,0.00787111,0.00791386,0.00806056,0.00800513,0.00806514,0.00790297,0.00802406,0.00823511,0.00800197,0.00802845,0.0081259,0.00810999,0.00817679,0.00823712,0.00805783,0.00814946,0.00818806,0.00811779,0.00808163,0.0081142,0.00814072,0.00808915,0.00818526,0.00817526,0.00809518,0.0080913,0.00813881,0.00815505,0.00812668,0.00813348,0.00821651,0.00816659,0.00825891,0.00818223,0.00796837,0.00813325,0.00816629,0.00830616,0.00816349,0.00821678,0.00815277,0.00832686,0.00829747,0.00821019,0.00843851,0.00831344,0.00822721,0.00832856,0.00823362,0.00837175,0.00829786,0.00831529,0.0084057,0.00840846,0.00835913,0.00836212,0.01145112
0.02690443,0.00725019,0.00723833,0.00725646,0.00724549,0.00728108,0.0073799,0.00743972,0.00738458,0.00739547,0.00747021,0.007426,0.00744591,0.00756549,0.00759797,0.00753784,0.00756624,0.00757125,0.00761021,0.00764167,0.00770077,0.00765094,0.00768174,0.00772317,0.00773461,0.00767745,0.00773488,0.00772342,0.00789043,0.00781412,0.00778005,0.00779545,0.00777598,0.0077245,0.00790402,0.00775355,0.00764058,0.00780076,0.00778935,0.00773509,0.00777031,0.00770913,0.00778031,0.00777812,0.00779199,0.00781874,0.00776644,0.00789109,0.00778253,0.00788439,0.00781836,0.00792484,0.00784163,0.00770396,0.00778232,0.00788263,0.00786136,0.00781222,0.00784685,0.00790056,0.00776639,0.0079443,0.00792125,0.00789187,0.0079636,0.00798577,0.00788486,0.00787854,0.0079065,0.00793701,0.0081141,0.00789542,0.00792743,0.01058674
0.02756025,0.00687214,0.00695475,0.00682202,0.00688626,0.00691577,0.00696185,0.00698775,0.00707103,0.00696045,0.00709629,0.0069959,0.0070468,0.0070903,0.00723703,0.00722617,0.00712778,0.00715966,0.00710908,0.00717083,0.00729229,0.00720628,0.00719913,0.00735591,0.00730317,0.00733953,0.00735234,0.00729163,0.00736406,0.00729653,0.00738702,0.00730639,0.0074325,0.00734659,0.00737778,0.00733514,0.00729835,0.00724762,0.0073461,0.00733398,0.00739904,0.00734784,0.00734505,0.00724187,0.00736466,0.00727199,0.00743339,0.00738674,0.00741047,0.00737375,0.00739284,0.00736259,0.00732212,0.00739188,0.00741986,0.00732781,0.00738337,0.0073205,0.00746135,0.00740957,0.00746025,0.00751929,0.00753183,0.00757906,0.00753456,0.00757371,0.00738592,0.00739538,0.00752278,0.00758675,0.00751815,0.00744609,0.00743522,0.01046737
0.0282151,0.0068558,0.00688519,0.00697974,0.00682271,0.00693316,0.00700412,0.00708475,0.00698847,0.00705657,0.00710685,0.00709147,0.00707588,0.00702826,0.00709879,0.00707296,0.0071047,0.00721346,0.007246,0.00722526,0.00727611,0.00718988,0.00720283,0.00732441,0.00735774,0.00729234,0.00734863,0.00735341,0.00727105,0.00741233,0.00745507,0.00720315,0.00730912,0.00739326,0.00734002,0.00724043,0.00712017,0.00727849,0.00739276,0.0072882,0.00737941,0.00735479,0.00735939,0.00731203,0.00739369,0.00733415,0.00723058,0.00726536,0.00728532,0.00737546,0.00728063,0.00728088,0.00737072,0.00734893,0.00741671,0.00737734,0.00732998,0.00737715,0.00742787,0.00736856,0.00734311,0.00739142,0.00742265,0.0074375,0.00738151,0.00742927,0.00732068,0.00737958,0.00738137,0.00744886,0.00761038,0.00751593,0.00754679,0.01023569
0.02888519,0.00696534,0.00709399,0.0070527,0.00713716,0.00708562,0.00708657,0.00721868,0.00725387,0.00719848,0.0073337,0.00733388,0.00725506,0.00718982,0.00726802,0.00726085,0.00725838,0.00742,0.00722355,0.00738644,0.00737462,0.00744086,0.0074862,0.00744575,0.00754769,0.00753418,0.00752129,0.00749879,0.00744799,0.00740091,0.00756137,0.00750433,0.00752921,0.00737569,0.00747948,0.00755646,0.00745027,0.00747249,0.00745418,0.00753063,0.00734882,0.00740043,0.00742893,0.00743163,0.00743816,0.00752991,0.00737192,0.00747505,0.00751673,0.00746629,0.00750218,0.00738155,0.00750589,0.00754947,0.00748136,0.00753478,0.00749508,0.00759194,0.00759535,0.00755385,0.00747652,0.00748988,0.00752536,0.00753849,0.00762538,0.00767446,0.00749682,0.00759284,0.0076254,0.00758258,0.0076789,0.00773473,0.0075845,0.01030837
